code,name,qty,cost,rate,thb_price,price
8850010000000,ຈອນສັນອອຍ,,,,,38000
4801010000000,ຈອນສັນອອຍຂຽວ125ມລ,,,,,65000
4801010000000,ຈອນສັນອອຍບົວ125ມລ,,,,,60000
8801010000000,ຈອນສັນອອຍໃຫຍ່ສີມ່ວງ300ມລ,,,,,120000
8854700000000,ຈັບລ້ຽງ,,,,,13000
11973,ຈັບລ້ຽງ 4ແພັກ,,,,,240000
1*68854698013994,ຈັບລ້ຽງ 6ຕຸກ,,,,,61000
8854460000000,ຈາໄມກ້າແຊກ,,,,,4000
8854460000000,ຈາໄມກ້າແຊກ 12 ອັນ,,,,,37000
12136,ຈຳລັງ ພ້ອມແກ້ວ 12ແກ້ວ,,,,,30000
12137,ຈຳແກ້ວ 1 ແກ້ວ,,,,,1000
8855720000000,ຈີນ່າງາດຳ,,,,,26400
8855720000000,ຈີນ່ານົມແພະ,,,,,26400
8855720000000,ຈີນ່າອາໂວກາໂດ້,,,,,450000
8855720000000,ຈີນ່າເມັນທອດຄູລ,,,,,450000
8855720000000,ຈີນ່າໂຢເກີດ,,,,,26400
8855720000000,ຈີນ່າໃບຂີ້ຮູດ,,,,,26400
8855720000000,ຈີນ່າໄຂ່,,,,,450000
8853660000000,ຈຸກນົມl 12,,,,,170000
8853660000000,ຈຸກນົມl 12,,,,,170000
8850430000000,ຈູບີ້ ສະຕໍ 12 ອັນ,,,,,37000
8850430000000,ຈູບີ້ ສະຕໍ 12 ອັນ,,,,,37000
8850430000000,ຈູບີ້ ໂຄລ່າ,,,,,4000
8850430000000,ຈູບີ້ ໂຄລ່າ 12 ອັນ,,,,,37000
8992770000000,ຊອບເຟວ,,,,,40000
8992770000000,ຊອບເຟວ 12 ກ່ອງ,,,,,420000
8992770000000,ຊອບເຟວ 4 ກ່ອງ,,,,,143000
25901,ຊັນຊິວ 4ໂຫຼ,,,,,40000
8851930000000,ຊັນຊິວຄີມນວດແບບຊອງບົວ,,,,,1500
987122,ຊັນຊິວຄີມນວດແບບຊອງບົວ  4ໂຫຼ,,,,,40000
00986,ຊັນຊິວຄີມນວດແບບຊອງບົວ 12ຊອງ,,,,,10000
8851930000000,ຊັນຊິວນວດແບບຊອງສົ້ມ,,,,,1500
08675,ຊັນຊິວນວດແບບຊອງສົ້ມ 12ຊອງ,,,,,10000
ssoc1*12*5,ຊັນຊິວນວດແບບຊອງສົ້ມ 5ໂຫຼ,,,,,40000
8851930000000,ຊັນຊິວນວດແບບຊອງເຫຼືອງ,,,,,1500
04575,ຊັນຊິວນວດແບບຊອງເຫຼືອງ 12ຊອງ,,,,,12000
ssyc1*12*5,ຊັນຊິວນວດແບບຊອງເຫຼືອງ 5ໂຫຼ,,,,,40000
12314,ຊັນຊິວຢາສະກ່ອງນ້ອຍມ່ວງ 60ມລ,,,,,13000
8851930000000,ຊັນຊິວຢາສະກ່ອງນ້ອຍມ່ວງ 60ມລ 6ຕຸກ,,,,,13000
12312,ຊັນຊິວຢາສະກ່ອງນ້ອຍສົ້ມ 60ມລ,,,,,13000
8851930000000,ຊັນຊິວຢາສະກ່ອງນ້ອຍສົ້ມ 60ມລ 6ຕຸກ,,,,,68000
8851930000000,ຊັນຊິວຢາສະແບບກ່ອງຂຽວ 400ມລ,,,,,52000
8851930000000,ຊັນຊິວຢາສະແບບກ່ອງບົວ400ມລ,,,,,55000
12303,ຊັນຊິວຢາສະແບບກ່ອງບົວ400ມລ 12ຕຸກ,,,,,562000
8851930000000,ຊັນຊິວຢາສະແບບກ່ອງມ່ວງ 400ມລ,,,,,52000
8851930000000,ຊັນຊິວຢາສະແບບກ່ອງສົ້ມ 400ມລ,,,,,52000
12309,ຊັນຊິວຢາສະແບບກ່ອງສົ້ມ 400ມລ  12ຕຸກ,,,,,562000
8851930000000,ຊັນຊິວຢາສະແບບກ່ອງເຫຼືອງ400ມລ,,,,,50000
12305,ຊັນຊິວຢາສະແບບກ່ອງເຫຼືອງ400ມລ  12ຕຸກ,,,,,562000
8851930000000,ຊັນຊິວຢາສະແບບຊອງບົວ,,,,,1500
1*128851932434614,ຊັນຊິວຢາສະແບບຊອງບົວ 12ຊອງ,,,,,12000
12246,ຊັນຊິວຢາສະແບບຊອງບົວ 5ໂຫຼ,,,,,40000
12245,ຊັນຊິວຢາສະແບບຊອງບົວ10ແພັກ,,,,,360000
13852,ຊັນຊິວຢາສະແບບຊອງບົວ10ແພັກ,,,,,360000
8851930000000,ຊັນຊິວຢາສະແບບຊອງສົ້ມ,,,,,1500
12253,ຊັນຊິວຢາສະແບບຊອງສົ້ມ 10ແພັກ,,,,,360000
1*128851932434652,ຊັນຊິວຢາສະແບບຊອງສົ້ມ 12ຊອງ,,,,,10000
5*128851932434652,ຊັນຊິວຢາສະແບບຊອງສົ້ມ 5ໂຫຼ,,,,,40000
8851930000000,ຊັນຊິວຢາສະແບບຊອງເຫຼືອງ,,,,,1100
12251,ຊັນຊິວຢາສະແບບຊອງເຫຼືອງ  12ຊອງ,,,,,10000
12249,ຊັນຊິວຢາສະແບບຊອງເຫຼືອງ 10ແພັກ,,,,,36000
12250,ຊັນຊິວຢາສະແບບຊອງເຫຼືອງ 5ໂຫຼ,,,,,40000
12316,ຊັນຊິວຢາສະແບບນ້ອຍບົວ60ມລ,,,,,13000
8851930000000,ຊັນຊິວຢາສະແບບນ້ອຍບົວ60ມລ  6ຕຸກ,,,,,68000
8850720000000,ຊັນໄບຊາວຄີມ 20ບາດ,,,,,15000
8850720000000,ຊັນໄບດັ້ງເດີມ 20ບາດ,,,,,15000
8851930000000,ຊັນໄລຂາວແບບເຕີມ 500 ມລ,,,,,12000
8851930000000,ຊັນໄລເຫຼືອງຕຸກ 150 ມລ,,,,,7000
8851930000000,ຊັນໄລເຫຼືອງຕຸກ 150 ມລ 6  ຕຸກ,,,,,34000
8851930000000,ຊັນໄລເຫຼືອງຕຸກ 750 ມລ 3  ຕຸກ,,,,,62000
8851930000000,ຊັນໄລເຫຼືອງຕຸກ 750 ມລ 3  ຕຸກ,,,,,62000
8851930000000,ຊັນໄລເຫຼືອງແບບເຕີມ 500 ມລ,,,,,12000
8996000000000,ຊັອກກີ້ ຊັອກກີ້,,,,,5000
8996000000000,ຊັອກກີ້ ຊັອກກີ້ 12 ຫໍ່,,,,,37000
8856550000000,ຊັອກບອລຫິນລະເບີດ,,,,,4000
8856550000000,ຊັອກບອລຫິນລະເບີດ 12 ຫໍ່,,,,,37000
8850510000000,ຊັອກໝາກເລັ່ນ,,,,,28000
8851930000000,ຊັອກໂກກັບກາງ,,,,,25000
8859710000000,ຊັອກໂກບາ,,,,,4000
8859710000000,ຊັອກໂກບາ 12ຖົງ,,,,,37000
8850430000000,ຊັອກໂກພາຍໃສ້ຄີມ,,,,,4000
8850430000000,ຊັອກໂກພາຍໃສ້ຄີມ 12 ກ້ອນ,,,,,37000
8850430000000,ຊັອກໂກພາຍໃສ້ສະຕໍບໍລີ່,,,,,4000
8850430000000,ຊັອກໂກພາຍໃສ້ສະຕໍບໍລີ່ 12 ກ້ອນ,,,,,37000
8854460000000,ຊັອກໂກມິວ,,,,,4000
8854460000000,ຊັອກໂກມິວ 12 ອັນ,,,,,37000
8856550000000,ຊັອກໂກສະໂຕນບູມບູມໂຄລ່າ,,,,,4000
8856550000000,ຊັອກໂກສະໂຕນບູມບູມໂຄລ່າ 12 ຖົງ,,,,,37000
8936080000000,ຊັອກໂກສີເຫຼືອງ   2 ບາດ,,,,,15000
885013000000,ຊັອກໂກແລັດ,,,,,10000
8885010000000,ຊັອກໂກແລັດຊັນເດ 100ມລ,,,,,8000
8851930000000,ຊັອກໂກແລັດສະຕໍວານິລາ,,,,,35000
888501313112̦3,ຊັອກໂກແລັດເຜືອກ 50ກັມ,,,,,9000
8851010000000,ຊັອດຫອຍລວມລົດ,,,,,27000
8850040000000,ຊັອດຫອຍແມ່ຄົວ  600 ml,,,,,38000
8850040000000,ຊັອດຫອຍແມ່ຄົວນ້ອຍ 150ມລ,,,,,20000
8850120000000,ຊັອດຫອຍແມັກກີ້,,,,,29000
8992770000000,ຊັອບເຟວໂລຊັ່ນ,,,,,38000
8992770000000,ຊັອບເຟວໂລຊັ່ນສີສົ້ມ,,,,,35000
8850250000000,ຊ້າງນ້ອຍບາບີຄິວ,,,,,3000
8850250000000,ຊ້າງນ້ອຍບາບີຄິວ 12ຫໍ່,,,,,22000
8850250000000,ຊ້າງນ້ອຍບາບີຄິວ 5 ແພັກ/60ຫໍ່,,,,,115000
8850250000000,ຊ້າງນ້ອຍສາລີ,,,,,3000
8850250000000,ຊ້າງນ້ອຍສາລີ 12 ຫໍ່,,,,,22000
8850250000000,ຊ້າງນ້ອຍສາລີ 5 ແພັກ/60ຫໍ່,,,,,115000
8850250000000,ຊ້າງນ້ອຍສາຫລ່າຍ 5 ແພັກ/60ຫໍ່,,,,,115000
8850250000000,ຊ້າງນ້ອຍເລມອນ,,,,,3000
8850250000000,ຊ້າງນ້ອຍເລມອນ 12ຫໍ່,,,,,22000
8850250000000,ຊ້າງນ້ອຍເລມອນ 5 ແພັກ/60ຫໍ່,,,,,1005000
8816880000000,ຊ້າງສະອາດ 750 ມລ,,,,,22000
8816880000000,ຊ້າງສະອາດ 750 ມລ 3  ຕຸກ,,,,,62000
6956370000000,ຊາຈີນແດງ,,,,,13000
8885010000000,ຊາໄຂ່ມຸກ 70ມລ,,,,,10000
12115,ຊຳເມີສບີ້ແກ້ວຫມາກໂມ 24ແກ້ວ,,,,,355000
8859310000000,ຊຳເມີສບີ້ແກ້ວແອັບເປີ້ນ,,,,,22000
18859300000000,ຊຳເມີສບີ້ແກ້ວແອັບເປີ້ນ 24ແກ້ວ,,,,,445000
8859310000000,ຊຳເມີສະບີ້ປ໋ອງນ້ອຍ,,,,,16000
8859310000000,ຊຳເມີສະບີ້ແກ້ວບູເບີລີ່,,,,,20000
18859300000000,ຊຳເມີສະບີ້ແກ້ວບູເບີລີ່ 24ແກ້ວ,,,,,435000
8859310000000,ຊຳເມີສະບີ້ແກ້ວຫມາກໂມ,,,,,20000
188593,ຊຳເມີສະບີ້ແອັບເປີ້ນປ໋ອງນ້ອຍ 24ປ໋ອງ,,,,,294000
8851930000000,ຊິດຕ້າຂຽວ 320ມລ,,,,,50000
8851930000000,ຊິດຕ້າບົວ,,,,,30000
8851930000000,ຊິດຕ້າບົວໄຂ່ມູກ320ມລ,,,,,50000
8850420000000,ຊີມອນຂຽວ 20ບາດ,,,,,17000
25243,7& ກັອກນ້ອຍ  5 ຊອງ,,,,,
8859170000000,8.86E+12,,,,,
8850430000000,big boom,,,,,
8850430000000,big boom,,,,,
8850430000000,big boom,,,,,
8934680000000,BUB UP,,,,,
8850940000000,chupachups,,,,,
25631,chy cushion matte,,,,,
8851070000000,eco cutton,,,,,
25031,ETL 100000 kip,,,,,
25027,ETL 20000 kip,,,,,
25029,ETL 50000 kip,,,,,
8859500000000,filter,,,,,
8855010000000,firiz c lime,,,,,
8859280000000,friz c grape,,,,,
