barcode,name,price
8850950000000,ນົມດີໂດ້ຂຽວ 6ກ່ອງ,18000
8850950000000,ນົມດີໂດ້ຄິດນ້ອຍສົ້ມ115ມລ,5000
11853,ນົມດີໂດ້ຄິດນ້ອຍສົ້ມ115ມລ 10ແພັກ,166000
8850950000000,ນົມດີໂດ້ຄິດນ້ອຍສົ້ມ115ມລ 6ກ່ອງ,18000
8850950000000,ນົມດີໂດ້ຄິດນ້ອຍແດງ115ມລ,5000
11856,ນົມດີໂດ້ຄິດນ້ອຍແດງ115ມລ 10ແພັກ,166000
11865,ນົມດີໂດ້ຄິດນ້ອຍແດງ115ມລ 10ແພັກ,166000
8850950000000,ນົມດີໂດ້ຄິດນ້ອຍແດງ115ມລ 6ກ່ອງ,18000
11866,ນົມດີໂດ້ຄິດນ້ອຍແດງ115ມລ 6ກ່ອງ,19000
8850950000000,ນົມດີໂດ້ຕຸກນ້ອຍຂຽວ150ມລ,5000
8850950000000,ນົມດີໂດ້ຕຸກນ້ອຍຂຽວ150ມລ 6ກ່ອງ,20000
11879,ນົມດີໂດ້ຕຸກນ້ອຍຂຽວ150ມລ 8ແພັກ,146000
8850950000000,ນົມດີໂດ້ຕຸກນ້ອຍບົວ150ມລ,5000
8850950000000,ນົມດີໂດ້ຕຸກນ້ອຍບົວ150ມລ 6ກ່ອງ,20000
11882,ນົມດີໂດ້ຕຸກນ້ອຍບົວ150ມລ 8ແພັກ,146000
8850950000000,ນົມດີໂດ້ຕຸກນ້ອຍມ່ວງ150ມລ,5000
8850950000000,ນົມດີໂດ້ຕຸກນ້ອຍມ່ວງ150ມລ 6ກ່ອງ,20000
11876,ນົມດີໂດ້ຕຸກນ້ອຍມ່ວງ150ມລ 8ແພັກ,146000
8850950000000,ນົມດີໂດ້ຕຸກນ້ອຍສົ້ມ 150ມລ,5000
8850950000000,ນົມດີໂດ້ຕຸກນ້ອຍສົ້ມ 150ມລ 6ຕູກ,20000
8851720000000,ນົມດີໄລຕຸກນ້ອຍຟ້າ400ມລ,22000
8851720000000,ນົມດີໄລຕຸກນ້ອຍແດງ400ມລ,22000
11892,ນົມດີໄລຕຸກໃຫຍ່ຟ້າ400ມລ,18000
8851720000000,ນົມດີໄລຕຸກໃຫຍ່ແດງ400ມລ,30000
8858710000000,ນົມທີພອດກະປ໋ອງ 380 g,15000
8858710000000,ນົມທີພອນ 8 ຫຼອດ,110000
8858710000000,ນົມທີພອນຫຼອດ,18000
8857130000000,ນົມມິກກີ້,13000
8850950000000,ນົມມິກຄຸຕຸກນ້ອຍຂຽວ300ມລ,9000
8850950000000,ນົມມິກຄຸຕຸກນ້ອຍຂຽວ300ມລ 6ກ່ອງ,40000
11873,ນົມມິກຄຸຕຸກນ້ອຍຂຽວ300ມລ 8ແພັກ,294000
8850950000000,ນົມມິກຄຸຕຸກນ້ອຍຟ້າ300ມລ,9000
8850950000000,ນົມມິກຄຸຕຸກນ້ອຍຟ້າ300ມລ 6ກ່ອງ,40000
11870,ນົມມິກຄຸຕຸກນ້ອຍຟ້າ300ມລ 8ແພັກ,294000
8850950000000,ນົມມິກຄຸຕຸກບົວ300ມລ 6ກ່ອງ,40000
8850950000000,ນົມມິກຄຸບົວ300ມລ,9000
8850950000000,ນົມມິກຄຸຟ້ານ້ອຍ115ມລ,5000
11859,ນົມມິກຄຸຟ້ານ້ອຍ115ມລ 10ແພັກ,166000
11860,ນົມມິກຄຸຟ້ານ້ອຍ115ມລ 6ກ່ອງ,19000
8850950000000,ນົມມິກຄຸມ່ວງ 300ມລ,9.00E+16
11864,ນົມມິກຄຸສົ້ມນ້ອຍ115ມລ,5000
11862,ນົມມິກຄຸສົ້ມນ້ອຍ115ມລ 10ແພັກ,166000
11863,ນົມມິກຄຸສົ້ມນ້ອຍ115ມລ 6ກ່ອງ,19000
7612100000000,ນົມໂອວັນຕິນນ້ອຍ 100ມລ,6000
7612100000000,ນົມໂອວັນຕິນນ້ອຍ 100ມລ,6000
11845,ນົມໂອວັນຕິນນ້ອຍ 100ມລ 12ແພັກ,253000
7612100000000,ນົມໂອວັນຕິນນ້ອຍ 100ມລ 4ກ່ອງ,23000
8850090000000,ນົມໂອວັນຕິນໃຫຍ່ 165ມລ ເຢັນ,9000
11841,ນົມໂອວັນຕິນໃຫຍ່ 165ມລ 12ແພັກ,307000
8850090000000,ນົມໂອວັນຕິນໃຫຍ່ 165ມລ 4ກ່ອງ,27000
8850090000000,ນົມໂອວັນຕິນໃຫຍ່ 165ມລ ເຢັນ,9000
8850190000000,ນົມໂອເມກ້າໂກລ 180ມລ 3ກ່ອງ,35000
8850430000000,ບັດເຕີເຄັກ,10000
8850430000000,ບັດເຕີເຄັກ 12ຫໍ່,25000
8858950000000,ບັບໂບ້ແຄນດີ້ 43 ກັມ,7000
8858950000000,ບັບໂບ້ແຄນດີ້ສີຂຽວ 43 ກັມ,8000
8858950000000,ບັບໂບ້ແຄນດີ້ສີແດງ 43 ກັມ,8000
8857130000000,ບາຍໂພຄາ 25ກັມ,36000
8859570000000,ບານົມ,75000
26239,ບາໂຕດຂຽວ 8,4000
26238,ບາໂຕດຂຽວ 8/10 ຊອງ,35000
15955,ບາໂຕຟ້າ,7000
15954,ບາໂຕຟ້າ,54000
8859010000000,ບຳລຸງຜົມຫມາກຂີ້ຮູດ,40000
8859010000000,ບຳລຸງຜົມອັນຊັນ,40000
26206,ບິກ,4000
8850940000000,ບິກກ້າຟ້າ,5000
8850940000000,ບິກກ້າຟ້າ 12 ຖົງ,37000
8850940000000,ບິກກ້າແດງ,4000
8850940000000,ບິກກ້າແດງ 12 ຖົງ,37000
8850430000000,ບິກບູມ,4000
8850430000000,ບິກບູມ 12 ຫໍ່,37000
8857130000000,ບິກວອມ,4000
8858950000000,ບິກວັນມາດເມໂລເມລ່ອນ,4000
8858950000000,ບິກວັນມາດເມໂລເມລ່ອນ 12 ອັນ,37000
8855120000000,ບິກແບງສາຫລ່າຍ,17000
8855120000000,ບິກແບງສາຫລ່າຍ 20 ບາດ,40000
8855120000000,ບິກແບງໝາກເລັ່ນ,17000
8855120000000,ບິກແບງໝາກເລັ່ນ 12 ຫໍ່,39000
8855120000000,ບິກແບັກກຸ້ງ,15000
8855120000000,ບິກແບັກກຸ້ງ 3ຖົງ,45000
8850200000000,ບິກແຮມເບີເກີ,4000
8852980000000,ບິກໂຄນສະຕໍບໍລີ່ 12 ອັນ,37000
8852980000000,ບິກໂຄນສະຕໍບໍລີ່ 12 ອັນ,37000
8850390000000,ບິວຕີ້ດີ້ງຂຽວ,14000
11979,ບິວຕີ້ດີ້ງຂຽວ 4ແພັກ,287000
11980,ບິວຕີ້ດີ້ງຂຽວ 6ຕຸກ,73000
8850390000000,ບິວຕີ້ດີ້ງບົວ,14000
8850200000000,ບີກບອລ5ບາດ,4000
88850200000000,ບີກບອລ5ບາດ 12 ອັນ,37000
8854460000000,ບີກຟຸດໄລ 12 ອັນ,37000
8854460000000,ບີກຟຸດໄລ 12 ອັນ,37000
8854460000000,ບີກເຮັດ 5ບາດ 12 ອັນ,37000
8854460000000,ບີກເຮັດ 5ບາດ 12 ອັນ,37000
8858980000000,ບີບີ ເຄຍໂນດ,26000
8857130000000,ບີບີມາລາກອງກັມມີ່,4000
8857130000000,ບີບີມາລາກອງກັມມີ່ 12 ອັນ,37000
8851990000000,ບີໄນຂຽວ170ມລ,25000
8885010000000,ບູເບີລີ່ຄຸກກີ້ 100ມລ 24ອັນ,10000
88885000000000,ບູເບີລີ່ຄຸກກີ້ 75ມລ 24ອັນ,240000
8850430000000,ປັງກີ່ງຊັອກໂກອແລັດ,3000
8850430000000,ປັງກີ່ງຊັອກໂກອແລັດ 26ຫໍ່,40000
8851020000000,ປັອກກີ້,4000
8850200000000,ປັອບຊ່າຂຽວ,4000
8850200000000,ປັອບຊ່າບົວ,5000
8850200000000,ປັອບຊ່າເຫຼືອງ,4000
8850230000000,ປາກະປ໋ອງມົງກຸດ,12000
8850150000000,ປາກະປ໋ອງສາມແມ່ຄົວໃຊ້ບ່ວງ,16000
108850000000000,ປາກະປ໋ອງສາມແມ່ຄົວໃຊ້ບ່ວງ 100 ປ່ອງ,140000
8851000000000,ປາຕິ້ 5ບາດ,5000
8851000000000,ປາຕິ້ 5ບາດ 12 ຫໍ່,37000
8858830000000,ປາແດກກາທອງ,12000
8858980000000,ປາແດກແມ່ບູນລ້ຳ,12000
8854460000000,ປີ່ນໂຕ,4000
8854460000000,ປີ່ນໂຕ 12 ອັນ,37000
8850430000000,ປີໂປ້ 32ຈອກ,20000
8850430000000,ປີໂປ້ກຳມີ່,4000
8850430000000,ປີໂປ້ຈອກ,5000
8850430000000,ປີໂປ້ຈອກ 6 ຈອກ,20000
25810,ປື້ມ 100 ຫນ້າ,5000
25797,ປື້ມ 100 ຫນ້າ / 10 ຫົວ,45000
25799,ປື້ມ 100 ຫນ້າ ແບບຫໍ່,6000
25798,ປື້ມ 200 ຫນ້າ / 10 ຫົວ,85000
25800,ປື້ມ 200 ຫນ້າ ແບບຫໍ່,11000
25796,ປື້ມ 3000 ກີບ,3000
25795,ປື້ມ 3000 ກີບ/ 20 ຫົວ,45000
6910290000000,ປຸກລຸກກັມມີ່ 12 ອັນ,37000
6910290000000,ປຸກລຸກກັມມີ່ 12 ອັນ,4000
16200,ປຸ໋ຍຫມາກ 1 ກິໂລ,20000
1*5016200,ປຸ໋ຍຫມາກ 50 ກິໂລ,640000
4600,ປຸ໋ຍເລັ່ງ 1 ກິໂລ,20000
15990,ປຸ໋ຍເລັ່ງ 50ກິໂລ,634000
8850770000000,ປູໄທ   12 ຫໍ່,37000
8850770000000,ປູໄທ   12 ຫໍ່,37000
6974090000000,ຜັກອົບກອບ,35000
12385,ຜັ້າຮອງຍ່ຽວແບບແພຍາງ,43000
12384,ຜ້າກັນເປື້້ອນເດັກ,40000
8936070000000,ຜ້າປຽກ,7000
13602,ຜ້າປຽກສາກູລະ,503000
6970450000000,ຜ້າປຽກສາກູລະ,15000
13600,ຜ້າປຽກຫວຽດ,255000
8938510000000,ຜ້າປຽກຫວຽດ,7000
24552,ຜ້າອັດປາກ kf94,6000
13717,ຜ້າອານາໄມອໍລິເອກາງຄືນ16ຊີ້ນສີມ່ວງ,83000
8851820000000,ຜ້າອານາໄມອໍລິເອກາງຄືນ4ຊີ້ນ,9000
8851820000000,ຜ້າອານາໄມອໍລິເອກາງຄືນ4ຊີ້ນ 12,85000
8851820000000,ຜ້າອານາໄມອໍລິເອກາງຄືນ4ຊີ້ນ 12ຫໍ່,85000
13708,ຜ້າອານາໄມອໍລິເອກາງຄືນ4ຊີ້ນ 6ແພັກ,490000
8851820000000,ຜ້າອານາໄມອໍລິເອສີຂຽວກາງເວັນ4ຊີ້ນ,7000
1213,ຜ້າອານາໄມອໍລິເອສີຂຽວກາງເວັນ4ຊີ້ນ 10ແພັກ,555000
8851820000000,ຜ້າອານາໄມອໍລິເອສີຂຽວກາງເວັນ4ຊີ້ນ 12ຫໍ່,58000
8859340000000,ຜ້າຮອງຍ່ຽວເບບີ້ແພນ,65000
12380,ຜ້າຮອງຍ່ຽວເບບີ້ແພນ,85000
8850250000000,ຜົງພະໂລ້,12000
8858370000000,ຜົງວູ້ນ,25000
8859370000000,ຝາລຽບ 95,17000
8859090000000,ຝາໂດມ 116,15000
8859410000000,ຝາໂດມ 95,26000
8851930000000,ພອນ,7000
8851930000000,ພອນ 6 ຊອງ,35000
8851930000000,ພອນນົມຄີມຊອງ,11000
8851930000000,ພອນນົມຄີມຊອງ 6 ຊອງ,45000
8851930000000,ພອນບົວຄີມຊອງ,7000
13802,ພອນບົວຄີມຊອງ 24ກັບ,67700
8851930000000,ພອນບົວຄີມຊອງ 6 ຊອງ,33000
8851930000000,ພອນແດງ,13000
8852020000000,ພອນໂຕ້ 5 ບາດ,4000
8852020000000,ພອນໂຕ້ 5 ບາດ 12 ຫໍ່,37000
4984820000000,ພານາໂຊນິກ AA,35000
4984820000000,ພານາໂຊນິກທອງ AAA,35000
8850490000000,ພິກເຜົາແມ່ປານອມ,20000
8992740000000,ພິດຊ່າ 7.5 ກັມ,2000
8992740000000,ພິດຊ່າ 7.5 ກັມ 24ຊອງ,30000
8859710000000,ພີບ ແຄນດີ້ສະຕິກ,4000
8859710000000,ພີບ ແຄນດີ້ສະຕິກ 12 ອັນ,37000
8859710000000,ພີບ ຊູຊິ,4000
8859710000000,ພີບ ຊູຊິ 12 ຫໍ່,37000
8859710000000,ພີບ ປູກະທະ,5000
8859710000000,ພີບ ປູກະທະ 12 ອັນ,37000
8859710000000,ພີບ ແຄນດີ້ສະຕິກ,4000
8859710000000,ພີບ ແຄນດີ້ສະຕິກ 12 ອັນ,37000
8850160000000,ພີພັດໂລ 5ບາດ,4000
8855120000000,ພີອາເຊັອດຊີດ 5ບາດ,4000
8855120000000,ພີອາເຊັອດຊີດ 5ບາດ 12 ຫໍ່,37000
8855120000000,ພີອາໄກ່ 5 ບາດ,4000
8855120000000,ພີອາໄກ່ 5 ບາດ 12 ຫໍ່,37000
8859730000000,ລິງຈອມຊົນສາລີ 5ບາດ,4000
88859700000000,ລິງຈອມຊົນສາລີ 5ບາດ 12 ຫໍ່,37000
8935010000000,ພີແອນເອັນຊັອກໂກແລັດ,2000
123,ພີແອນເອັນຊັອກໂກແລັດ 2 ບາດ 30 ຖົງ,22000
8851950000000,ພູເຂົາທອງຝາຂຽວ 12ແກ້ວ,314000
8851950000000,ພູເຂົາທອງຝາຂຽວ 12ແກ້ວ,314000
8851950000000,ພູເຂົາທອງຝາທອງແຖມຈອກ,24000
8854460000000,ຟລຸດຕີ້,4000
8854460000000,ຟລຸດຕີ້ 12 ອັນ,37000
8992740000000,ຟລຸດປາຕີ້,4000
8992740000000,ຟລຸດປາຕີ້ 12 ຫໍ່,37000
8851320000000,ຟອງນ້ຳຂັດຖ້ວຍ,3000
8850870000000,ຟອງນ້ຳຕາຫນ່າງ ໂພລີ່,5000
88508700000000,ຟອງນ້ຳຕາຫນ່າງ ໂພລີ່ 24 ອັນ,50000
8850870000000,ຟອງນ້ຳມີໃຍຂຽວ ໂພລີ່  24 ອັນ,33000
8850870000000,ຟອງນ້ຳມີໃຍຂຽວ ໂພລີ່  24 ອັນ,33000
8854460000000,ຟັນນີ່ແຟນ,4000
8854460000000,ຟັນນີ່ແຟນ 12 ອັນ,37000
8850310000000,ຟັນໂອສີເຫຼືອງ 2 ບາດ,28000
8858880000000,ຟາເກີ 10/1,42000
8858880000000,ຟາເກີ 11/1,42000
8858880000000,ຟາເກີ້ 11/7,45000
8858880000000,ຟາເກີ 5/55,42000
8858880000000,ຟາເກີ້ 7/7,45000
8854330000000,ຟ້າໄທນ້ຳໃສ 350ກັມ,18000
27066,ຟ້າໄທນ້ຳໃສ 6 ຖົງ,96000
8886470000000,ຟິງເກີ້ດັ້ງເດີມ 100ກັມ,30000
8886470000000,ຟິງເກີ້ສາຫລ່າຍ 100ກັມ,35000
8854600000000,ຟິດຊີ່ຄິວມິກຟຣຸດ,4000
8854600000000,ຟິດຊີ່ຄິວມິກຟຣຸດ 12 ອັນ,37000
8854600000000,ຟິດຊີ່ຄິວມິກເບີລີ່,4000
8854600000000,ຟິດຊີ່ຄິວມິກເບີລີ່ 12 ອັນ,37000
8850920000000,ຟີມຫໍ່ອາຫານ,13000
8859710000000,ຟຸດລອງ,4000
8859710000000,ຟຸດລອງ 12 ອັນ,37000
8852680000000,ຟູຊິ 20 ບາດ,15000
8852680000000,ຟູຊິສາຫລ່າຍ 20 ບາດ,15000
8852010000000,ຟູເຊັນຂຽວ,6000
8852010000000,ຟູເຊັນຂຽວ 10 ອັນ,50000
8852010000000,ຟູເຊັນບົວ,6000
8852010000000,ຟູເຊັນບົວ 10 ອັນ,63000
8852010000000,ຟູເຊັນມ່ວງ,6000
8852010000000,ຟູເຊັນມ່ວງ 10 ອັນ,63000
8852010000000,ຟູເຊັນແດງ,6000
8852010000000,ຟູເຊັນແດງ 10 ອັນ,63000
8858980000000,ມອຍບູດເຕີ,26000
8850160000000,ມະພ້າວກະປ໋ອງ240ມລ,10000
12033,ມະພ້າວກະປ໋ອງ240ມລ 5ແພັກ,200000
8850160000000,ມະພ້າວກະປ໋ອງ240ມລ 6ປ໋ອງ,40000
8850150000000,ມະລິໂກລ,17000
8852680000000,ມະຫາໄຊໝາກເລັ່ນ 5ບາດ,4000
8852680000000,ມະໂນລາໝາກເລັນ 20 ບາດ,15000
8851820000000,ມາຈິກຄີນ 5200 ມລ,135000
8851820000000,ມາຈິກຄີນສີບົວ 900ມລ  12ຕຸກ,446000
8851820000000,ມາຈິກຄີນສີບົວ 900ມລ  12ຕຸກ,446000
8851820000000,ມາຈິກຄີນສີມ່ວງ  900ມລ 12ຕຸກ,446000
8851820000000,ມາຈິກຄີນສີມ່ວງ  900ມລ 12ຕຸກ,446000
13704,ມາດາມກ້ອຍ ລ້າງຊ່ອງຄອດ,35000
24829,ມາດາມກ້ອຍພຽວຫວ້ານຫາງຈະເຂ້,28000
24830,ມາດາມກ້ອຍຫອຍຟິດ,35000
24828,ມາດາມກ້ອຍເຊລ້າເກັດ,32000
8859810000000,ມາດເມໂລ,4000
8859810000000,ມາດເມໂລ,4000
18859800000000,ມາດເມໂລ 12ຊອງ,37000
12859800000000,ມາດເມໂລ 12ຊອງ,37000
6925930000000,ມາດເມໂລ ຄັບ ກລີນແອັບໂປ,4000
6925930000000,ມາດເມໂລ ຄັບ ກລີນແອັບໂປ 12 ຫໍ່,37000
6914250000000,ມາດເມໂລ ຄັບ ສະຕໍ,4000
6914250000000,ມາດເມໂລ ຄັບ ສະຕໍ 12 ຫໍ່,37000
8858150000000,ມາດເມໂລ ສະຕໍກູດບອຍ 5ບາດ,4000
8850990000000,ມ່າມ່າຊອງນ້ຳໃສເສັ້ນເລັກ 6ແກັດ,848000
5678,ມ່າມ່າຊອງນ້ຳໃສເສັ້ນເລັກ 30ຫໍ່,135000
8850990000000,ມ່າມ່າຊອງນ້ຳໃສເສັ້ນເລັກ 6ແກັດ,848000
8851880000000,ມ່າມ່າໝຸນ້ຳຕົກ,6000
8851880000000,ມ່າມ່າເຢັນຕາໂຟ,6000
8850990000000,ມ່າມ່າເສັ້ນໃຫຍ່ນ້ຳໃສ,6000
8850990000000,ມ່າມ່າໂອເຄດຳ,12000
8850990000000,ມ່າມ່າໂອເຄດຳ 4 ຫໍ່,40000
8850990000000,ມ່າມ່າໂອເຄບົວ,13000
8850990000000,ມ່າມ່າໂອເຄບົວ 4 ຫໍ່,43000
8850990000000,ມ່າມ່າໂອເຄແດງ,13000
8850990000000,ມ່າມ່າໂອເຄແດງ 4 ຫໍ່,40000
12367,ມາມີ້ໂປະໂກະນ້ອຍs 8ຫໍ່,327000
8854460000000,ມິກຟຸດ,4000
8854460000000,ມິກຟຸດ,4000
8854460000000,ມິກຟຸດ 12 ອັນ,37000
8854460000000,ມິກຟຸດ 12 ອັນ,37000
8885010000000,ມິກີ້ມິກິ້ວະນິລາ 30ກັມ,5000
8859180000000,ມິດທິນໄວສະປາມ່ວງ,50000
8859180000000,ມິດທີນຊຳເມີຢວີແດງ,55000
8858220000000,ມິດເຕີຫມີຊັອກໂກແລັດ 5ບາດ,4000
88858200000000,ມິດເຕີຫມີຊັອກໂກແລັດ 5ບາດ 12 ຫໍ່,37000
8851960000000,ມິນິເມດ,13000
8851960000000,ມິນິເມດສົ້ມ 12ແກ້ວ,11000
12042,ມິນິເມດສົ້ມ 2ແພັກ,112000
8853140000000,ມິນິແບກັມມີ່ເຈວລີ່,4000
8853140000000,ມິນິແບກັມມີ່ເຈວລີ່ 12 ອັນ,37000
6970870000000,ມີດຕັດໜັງ,55000
8996000000000,ມໍຄິດຂຽວ,2000
8996000000000,ມໍຄິດຂຽວ 12 ຫໍ່,27000
8851340000000,ມໍມິວ,4000
8851340000000,ມໍມິວ 12 ຫໍ່,37000
8936010000000,ຢະເຮືອງ,28000
8936010000000,ຢະເຮືອງ,23000
8851140000000,ຢາກັດຜົມສີຂາວ ດີເຄດ,25000
8851750000000,ຢາຂ້າມົດຊັນເຈຍ 12 ແພັກ,370000
8851750000000,ຢາຂ້າມົດຊັນເຈຍ 12 ແພັກ,370000
14225,ຢາຂ້າໜຸຊອງຂຽວ,7000
14224,ຢາຂ້າໜຸເມັດສີຟ້າ,7000
26207,ຢາງລຶບເຈົ້າຍິງ,5000
15964,ຢາຈອນນີ່ຂຽວ  10 ຊອງ,56000
8858670000000,ຢາຊ່າລົດຊີຟຸດ 5ບາດ,4000
8858670000000,ຢາຊ່າລົດຊີຟຸດ 5ບາດ 12 ຫໍ່,37000
8859290000000,ຢາຍ້ອມຜົມຈັດໂມເດີນສີດຳ,28000
8850400000000,ຢາຍ້ອມຜົມເບີລີນ່າA14,39000
8850400000000,ຢາຍ້ອມຜົມເບີລີນ່າA20,39000
8850400000000,ຢາຍ້ອມຜົມເບີລີນ່າA25,35000
8850400000000,ຢາຍ້ອມຜົມເບີລີນ່າA47,35000
8850400000000,ຢາຍ້ອມຜົມເບີລີນ່າA9,39000
8851830000000,ຢາຍ້ອມຜົມໂອເຄສີດຳ,30000
8851830000000,ຢາຍ້ອມຜົມໂອເຄສີດຳ 12ຊອງ,258000
8851830000000,ຢາຍ້ອມຜົມໂອເຄສີນ້ຳຕານ,28000
8851830000000,ຢາຍ້ອມຜົມໂອເຄສີນ້ຳຕານ  12ຊອງ,263000
8851830000000,ຢາຍ້ອມຜົມໂອເຄສີນ້ຳຕານປະກາຍທອງ,26000
8851830000000,ຢາຍ້ອມຜົມໂອເຄສີນ້ຳຕານປະກາຍທອງ 12 ຊອງ,262000
8850000000000,ຢາຖູແຂ້ວຊໍ 140ກັມ,30000
8850000000000,ຢາຖູແຂ້ວຊໍສີຂາວ 140ກັມ,30000
8850000000000,ຢາຖູແຂ້ວຊໍແພັກຄູ່,60000
8850000000000,ຢາຖູແຂ້ວຊໍແພັກຄູ່,60000
8850000000000,ໂຄໂດໂມະມ່ວງ40ກັມ,16000
8850000000000,ໂຄໂດໂມະມ່ວງ40ກັມ,69000
8850000000000,ໂຄໂດໂມະສົ້ມ40ກັມ,16000
8850000000000,ໂຄໂດໂມະສົ້ມ40ກັມ,69000
8850000000000,ໂຄໂດໂມະແດງ40ກັມ,16000
8850000000000,ໂຄໂດໂມະແດງ40ກັມ,69000
25317,ຢາລາວ 5 ຊອງ,43000
8850360000000,ຢາສີດປວກ 450ມລ,50000
88503600000000,ຢາສີດປວກ 450ມລ 12 ປ໋ອງ,628125
8850360000000,ຢາສີດປວກ 600ມລ,60000
8850360000000,ຢາສີດຢຸງໄລ້ກີ່ນ 750 ມລ,55000
8801120000000,ຢາສູບກອກນ້ອຍ,28000
4897030000000,ຢາສູບກາເພັດທອງ,5000
4897030000000,ຢາສູບກາເພັດຟ້າ,5000
15947,ຢາສູບລາວຂຽວ,10000
15946,ຢາສູບລາວຂຽວ 10 ຊອງ,86000
15945,ຢາສູບລາວແດງ,9000
15944,ຢາສູບລາວແດງ 10 ຊອງ,86000
Agreen001,ຢາສູບອາຂຽວ,13000
Agreen10,ຢາສູບອາຂຽວ 10 ຊອງ,126000
Ared001,ຢາສູບອາແດງ,11000
Ared10,ຢາສູບອາແດງ 10ຊອງ,126000
4897030000000,ຢາສູບເພັດຟ້າ 10 ຊອງ,38000
8801120000000,ຢາສູບເລກ7,30000
26116,ຢາສູບເລກ7 /5ຊອງ,113000
26117,ຢາສູບເລກ7 /7 ຊອງ,158000
8801120000000,ຢາສູບອີໍຊີໃຫຍ່ ເລກ 7 10ຊອງ,270000
8801120000000,ຢາສູບໄລຊັນ,35000
15953,ຢາອ່ອນຂາວ,10000
15952,ຢາອ່ອນຂາວ,84000
15951,ຢາອາຂຽວ,14000
15950,ຢາອາຂຽວ 10 ຊອງ,125000
15949,ຢາອາແດງ,12000
15961,ຢາເພັດທອງ,5000
4897030000000,ຢາເພັດທອງ 10 ຊອງ,38000
15963,ຢາເພັດຟ້າ,5000
15962,ຢາເພັດຟ້າ 10 ຊອງ,38000
8857200000000,ຢູນິເວບທໍ່ຂຽວ 24ຫໍ່,27000
8857200000000,ຢູນິເວບທໍ່ມ່ວງ 24ຫໍ່,27000
8992740000000,ຢູບີ້ພິດຊ່າ 5ບາດ 12 ອັນ,37000
8992740000000,ຢູບີ້ ນີອອນສະຕິກ 12 ອັນ,37000
8992740000000,ຢູບີ້ພິດຊ່າ 5ບາດ,4000
8992740000000,ຢູບີ້ພິດຊ່າ 5ບາດ 12 ອັນ,37000
745604000000,ຢູມີໂອຟ້າ 24ອັນ,23000
745604000000,ຢູມີໂອແດງ 24ອັນ,23000
8850430000000,ຢູໂລເຄັກດັ້ງເດີມ 12ກ້ອນ,37000
8850430000000,ຢູໂລເຄັກຫມາກກ້ວຍ,4000
8850430000000,ຢູໂລເຄັກຫມາກກ້ວຍ 12 ກ້ອນ,37000
8850430000000,ຢູໂລເຄັກໃບເຕີຍ,4000
8850430000000,ຢູໂລເຄັກໃບເຕີຍ 12 ກ້ອນ,37000
8850430000000,ຢູໂລເຄັກໃບເຕີຍ 12 ກ້ອນ,37000
8857200000000,ຢູໂອເຜືອກ,40000
12857200000000,ຢູໂອເຜືອກ 12ກ້ອນ,28000
8857200000000,ຢູໂອໃບເຕີຍ,4000
88857200000000,ຢູໂອໃບເຕີຍ 12ກ້ອນ,28000
8885010000000,ຣິດເຕີເຮຍ 70ມລ,12000
8852050000000,ລວຍເພື່ອນ  5ບາດ,5000
8852050000000,ລວຍເພື່ອນ  5ບາດ 12 ຫໍ່,37000
8858980000000,ລອກສິກເຄຍໂນດ,26000
8852680000000,ລອນເລີຄອນລົດຊັອກໂກແລັດ 5ບາດ,5000
88852700000000,ລອນເລີຄອນລົດຊັອກໂກແລັດ 5ບາດ 12 ຫໍ່,40000
8852680000000,ລອນເລີຄອນລົດນົມ 5ບາດ,5000
88852700000000,ລອນເລີຄອນລົດນົມ 5ບາດ 12 ຫໍ່,40000
8858150000000,ລັກກີ້ທະວິນ,5000
8858150000000,ລັກກີ້ທະວິນ 12 ອັນ,38000
8858150000000,ລັກກີ້ທະວິນ ໄດໂນເສົາ,4000
8858150000000,ລັກກີ້ທະວິນ ໄດໂນເສົາ 12 ຫໍ່,37000
8851930000000,ລັກມ່ວງ,8000
6971020000000,ລັອກໂລມ່ວງ,4000
126971000000000,ລັອກໂລມ່ວງ 12ຫໍ່,37000
8858880000000,ລຳໄຍຈຸລາເຮີບຄີມຊອງ,27000
8858880000000,ລຳໄຍຈຸລາເຮີບຄີມຊອງ 6 ຊອງ,157000
8859730000000,ລິງຈອມຊົນສາລີ 5ບາດ,4000
88859700000000,ລິງຈອມຊົນສາລີ 5ບາດ 12 ຫໍ່,37000
8858840000000,ລິນທິບ,32000
8858840000000,ລິບ,30000
8858840000000,ລິບ,30000
8859580000000,ລິບ,10000
6922840000000,ລິບ,10000
8859580000000,ລິບ,10000
6974190000000,ລິບໝີເບີ 1,35000
6974190000000,ລິບໝີເບີ 2,35000
8888240000000,ລີງປັອບແຫວນ,4000
8888240000000,ລີງປັອບແຫວນ 12 ອັນ,37000
4902430000000,ລີຈອຍຟ້າ 1 ຊອງ,1500
25193,ລີຈອຍຟ້າ 12 ຊອງ,12000
4902430000000,ລີຈອຍສົ້ມ 1 ຊອງ,1500
25191,ລີຈອຍສົ້ມ 12 ຊອງ,12000
25192,ລີຈອຍສົ້ມ 12 ຊອງ,12000
6975230000000,ລູກອົມ,4000
8859380000000,ລູກອົມສົ້ມ,4000
8858150000000,ລູກອົມສົ້ມ 12,37000
8859380000000,ລູກອົມສົ້ມສະຕໍ,4000
8859380000000,ລູກອົມສົ້ມໝາກນາວ,4000
