barcode,name,qty,ton theun,rate,thb_price,product_price_convert,price_song
6954560761939,ໂດໂຊະຈີນ 300ກັມ,,15000,,,20000,
8854458009557,ໂທນີ່ໂຟນ 12 ອັນ,,30150,,,37000,
8854458009557,ໂທນີ່ໂຟນ 12 ອັນ,,30150,,,37000,
8853603007509,ໂນລິຕະ ສາຫລ່າຍ,,2513,,,4000,
8853603007448,ໂນລິຕະ ສາຫລ່າຍ 12 ຫໍ່,,30150,,,37000,
8855120002043,ໂນລິສາຫລ່າຍ 5ບາດ,,2513,,,4000,
8855120002050,ໂນລິສາຫລ່າຍ 5ບາດ 12 ຫໍ່,,30150,,,37000,
8859370200013,ໂບທາຢ່າເຮີບ 50ກັມ,,65000,,,70000,
6933743301698,ໂບລີ່ສະຕິກ,,3200,,,4000,
6933743301704,ໂບລີ່ສະຕິກ 12 ອັນ,,35000,,,37000,
8850006900659,ໂພເທັກບົວ,,6800,,,8000,
8850006534311,ໂພເທັກບົວ 4 ກ້ອນ,,25000,,,28000,
8850006939253,ໂພເທັກມ່ວງ 4 ກ້ອນ,,25000,,,28000,
8850006534373,ໂພເທັກເຫຼືຶອງ 4 ກ້ອນ,,25000,,,28000,
8858802801651,ໂຟມກັບເຂົ້າ 912,,29480,,,35000,36000
8992304073441,ໂຟມການິເຍ່,,44000,,,55000,
8992304033858,ໂຟມການິເຍ່ບົວ,,53600,,,56000,20000
8992304096723,ໂຟມການິເຍ່ອອຍ ຄອນໂທຣນ ມັດຊະ,,53600,,,59000,
8992304009167,ໂຟມການິເຍ່ອອຍ ຄອນໂທຣນ ໄບຣທ,,53600,,,60000,
8991380700029,ໂຟມການິເຍ່ເຫຼືອງ,,53600,,,55000,20000
8992304015298,ໂຟມການິເຍ່ແອັກໂນໄຟ ແອນຕິແອກເນ່ ສຄັບ ອິນໂຟມ,,53600,,,60000,
8859773910366,ໂຟມຖ້ວຍ 45,,37520,,,40000,20000
8850029028071,ໂຟມນິເວຍຂຽວ,,38400,,,48000,
8850029028088,ໂຟມນິເວຍຂຽວ 3 ຫລອດ,,12000,,,15000,20000
4005808757473,ໂຟມນິເວຍຟ້າ,,38400,,,48000,
4005808757503,ໂຟມນິເວຍຟ້າ 3 ຫລອດ,,124000,,,155000,20000
8850029000121,ໂຟມນິເວຍເທົາ 3 ຫລອດ,,124000,,,135000,
8999999053048,ໂຟມພອນດຳ,,53600,,,59000,20000
8999999058753,ໂຟມພອນດຳ,,23500,,,26000,20000
8999999053031,ໂຟມພອນບົວ,,53600,,,55000,
8999999058746,ໂຟມພອນບົວ,,20800,,,26000,20000
8858977789990,ໂຟມລ້າງຫນ້າ,,24000,,,26000,
8850188270106,ໂຟໂມດ ຈືດ1000ມລ,,29871,,,35000,
18850188270103,ໂຟໂມດ ຈືດ1000ມລ 12ກ່ອງ,,358450,,,264000,
8850188250108,ໂຟໂມດ ຈືດ225ມລ,,7817,,,10000,
8850188253109,ໂຟໂມດ ຈືດ225ມລ 6ກ່ອງ,,46900,,,50000,
38850188250109,ໂຟໂມດ ຈືດ225ມລ 6ແພັກ,,281400,,,288000,
8850188250306,ໂຟໂມດ ຊັອກໂກແລັດ225ມລ,,7817,,,10000,
8850188253307,ໂຟໂມດ ຊັອກໂກແລັດ225ມລ 6ກ່ອງ,,46900,,,50000,
38850188250307,ໂຟໂມດ ຊັອກໂກແລັດ225ມລ 6ແພັກ,,270000,,,288000,
8850188800150,ໂຟໂມດ ສະຕໍບໍລີ່225ມລ,,7817,,,10000,
8850188900157,ໂຟໂມດ ສະຕໍບໍລີ່225ມລ 6ກ່ອງ,,46900,,,50000,38000
38850188800151,ໂຟໂມດ ສະຕໍບໍລີ່225ມລ 6ແພັກ,,270000,,,284000,215000
8850188250207,ໂຟໂມດ ຫວານ225ມລ,,7817,,,10000,
8850188253208,ໂຟໂມດ ຫວານ225ມລ 6ກ່ອງ,,46900,,,50000,
38850188250208,ໂຟໂມດ ຫວານ225ມລ 6ແພັກ,,281400,,,288000,
8850188800051,ໂຟໂມດ ໂອເມກ້າຈືດ180ມລ ເຢັນ,,64121,,,9000,
8850188900058,ໂຟໂມດ ໂອເມກ້າຈືດ180ມລ 4ກ່ອງ,,25683,,,28000,204000
38850188800052,ໂຟໂມດ ໂອເມກ້າຈືດ180ມລ 9ແພັກ,,221000,,,232000,
8850188800051,ໂຟໂມດ ໂອເມກ້າຈືດ180ມລ ເຢັນ,,64121,,,9000,102000
8850188800921,ໂຟໂມດ ໂອເມກ້າຈືດນ້ອຍ 80ມລ ເຢັນ,,3308,,,5000,
48850188800929,ໂຟໂມດ ໂອເມກ້າຈືດນ້ອຍ 80ມລ 6ແພັກ  ເຄິ່ງແກັດ,,79395,,,82500,138000
8850188900928,ໂຟໂມດ ໂອເມກ້າຈືດນ້ອຍ 80ມລ 4ກ່ອງ,,13233,,,15000,
48850188800929,ໂຟໂມດ ໂອເມກ້າຈືດນ້ອຍ 80ມລ 6ແພັກ  ເຄິ່ງແກັດ,,79395,,,82500,150000
8850188800921,ໂຟໂມດ ໂອເມກ້າຈືດນ້ອຍ 80ມລ ເຢັນ,,3308,,,5000,
8850188800068,ໂຟໂມດ ໂອເມກ້າຫວານ180ມລ,,7250,,,9000,37000
38850188800069,ໂຟໂມດ ໂອເມກ້າຫວານ180ມລ 9ແພັກ,,224000,,,226000,
8850188900065,ໂຟໂມດ ໂອເມກ້າຫວານ180ມລ 4ກ່ອງ,,25683,,,28000,
8850188800945,ໂຟໂມດ ໂອເມກ້າຫວານນ້ອຍ 80ມລ,,3308,,,5000,
11711,ໂຟໂມດ ໂອເມກ້າຫວານນ້ອຍ 80ມລ 12ແພັກ,,159790,,,164000,
8850188900942,ໂຟໂມດ ໂອເມກ້າຫວານນ້ອຍ 80ມລ 4ກ່ອງ,,13233,,,15000,37000
8850188800946,ໂຟໂມດ ໂອເມກ້າຫວານນ້ອຍ 80ມລ ເຢັນ,,3308,,,4000,37000
8850188805087,ໂຟໂມດ ໂອເມກ້າໂກລ180ມລ ເຢັນ,,10190,,,13000,
11739,ໂຟໂມດ ໂອເມກ້າໂກລ180ມລ 8ແພັກ,,244550,,,250000,37000
8850188805087,ໂຟໂມດ ໂອເມກ້າໂກລ180ມລ ເຢັນ,,10190,,,13000,
8850188804288,ໂຟໂມດສົ້ມ 4ກ່ອງ,,6800,,,8000,
8850188903691,ໂຟໂມດໂຢເກີດ,,2300,,,25000,
88850131̦30201,ໂມຈິ 30ກັມ,,4700,,,6000,
888850131̦30201,ໂມຈິ 30ກັມ 40ໄມ້,,188000,,,240000,
8851932444347,ໂມຈິ ບານານາ,,7083,,,10000,
15900,ໂມຈິ ບານານາ 24 ກັບ,,170000,,,218000,
15899,ໂມຈິ ມິວກີິ້,,7083,,,10000,
15898,ໂມຈິ ມິວກີິ້ 24 ກັບ,,170000,,,218000,
8851932421812,ໂມຈິນົມ,,7000,,,10000,
8851717020087,ໂຢເກີດທຳມະຊາດ 1 ກ່ອງ,,11000,,,13000,
8851717021084,ໂຢເກີດທຳມະຊາດ 4ກ່ອງ,,42000,,,45000,
8851717020117,ໂຢເກີດສະຕໍ,,9583,,,13000,
8851717021114,ໂຢເກີດສະຕໍ 4ຈອກ,,42000,,,45000,36000
8851717020148,ໂຢເກີດໝາກພ້າວ,,11000,,,13000,
8851717021145,ໂຢເກີດໝາກພ້າວ 4ຈອກ,,42000,,,45000,60000
8854458005368,ໂຢໂຢ່ 12 ອັນ,,30150,,,37000,
8854458005368,ໂຢໂຢ່ 12 ອັນ,,30150,,,37000,36000
8852047249636,ໂຢໂຢເຫຼືອງ,,2833,,,4000,
13738,ໂລຊັ່ນຊິດຕ້າຂຽວ 320ມລ,,44000,,,49000,
8851932387804,ໂລຊັ່ນຊິດຕ້າຂຽວ 500 ມລ,,58000,,,65000,
8851932391245,ໂລຊັ່ນຊິດຕ້າບົວສາກຸລະຍີ່ປຸ່ນນ້ຳນົມເຂົ້າ 320ມລ,,44000,,,49000,
8851932391252,ໂລຊັ່ນຊິດຕ້າບົວສາກຸລະຍີ່ປຸ່ນນ້ຳນົມເຂົ້າ 500 ມລ,,58000,,,65000,
8851932391238,ໂລຊັ່ນຊິດຕ້າບົວສາກຸລະນ້ຳນົມເຂົ້າ 130ມລ,,25000,,,30000,
8851932439183,ໂລຊັ່ນຊິດຕ້າບົວຫິມະ130 ມລ,,25000,,,30000,
8851932221269,ໂລຊັ່ນຊິດຕ້າສົ້ມ 320ມລ,,44000,,,49000,
8851932221207,ໂລຊັ່ນຊິດຕ້າໄຂ່ມຸກສີບົວ 500 ມລ,,58000,,,65000,27000
8851932392518,ໂລຊັ່ນຊິດຕ້າໄຂ່ມຸກເລມອນ130 ມລ,,25000,,,30000,
13730,ໂລຊັ່ນວາສະລິນຂຽວ 320ມລ,,54167,,,60000,27000
13726,ໂລຊັ່ນວາສະລິນບົວ,,54167,,,60000,72000
8851932143363,ໂລຊັ່ນວາສະລິນເຫຼືອງ 320ມລ,,54167,,,60000,
13729,ໂລຊັ່ນວາສະລິນເຫຼືອງ100 ມລ,,25333,,,31000,266000
8850233260335,ໂລຊັ່ນເພສັດຂຽວ ນ້ອຍ150 ມລ,,23000,,,28000,56000
8850233260243,ໂລຊັ່ນເພສັດບົວ ໃຫຍ່250 ມລ,,30000,,,35000,
8850233260069,ໂລຊັ່ນເພສັດຟ້າ ນ້ອຍ150 ມລ,,23000,,,28000,
8850233260137,ໂລຊັ່ນເພສັດຟ້າ ໃຫຍ່250 ມລ,,30000,,,35000,365000
8850511321147,ໂລຊ່າ,,19000,,,22000,
8850511321154,ໂລຊ່າຫມາກເລັ່ນ 600ກັມ,,30000,,,32000,
8850511321680,ໂລຊ່າຫມາດເຜັດ ກິໂລ,,22000,,,25000,
8850157511650,ໂລຕັດຂາໄກ່ຊົງເຄື່ອງ 5ບາດ,,2513,,,4000,470000
88850157511650,ໂລຕັດຂາໄກ່ຊົງເຄື່ອງ 5ບາດ 12 ຫໍ່,,2513,,,37000,
8850157515542,ໂລຕັດຂາໄກ່ສາຫລ່າຍ 5ບາດ 12 ຫໍ່,,30150,,,37000,275000
8850157515542,ໂລຕັດຂາໄກ່ສາຫລ່າຍ 5ບາດ 12 ຫໍ່,,30150,,,37000,257000
8850157515511,ໂລຕັດນ່ອງໄກ່ບສາຫລ່າຍຍີ່ປູ່ນ 5ບາດ,,2513,,,4000,
88850157515511,ໂລຕັດນ່ອງໄກ່ບສາຫລ່າຍຍີ່ປູ່ນ 5ບາດ 12 ຫໍ່,,33500,,,37000,275000
8850157513760,ໂລຕັດນ່ອງໄກ່ບາບີຄິວເກົາຫລີ 5ບາດ,,2513,,,4000,
88850157513760,ໂລຕັດນ່ອງໄກ່ບາບີຄິວເກົາຫລີ 5ບາດ 12 ຫໍ່,,30150,,,37000,418000
8850157514972,ໂລຕັດນ່ອງໄກ່ແຊບຊີດ 5ບາດ,,2513,,,4000,452000
88850157514972,ໂລຕັດນ່ອງໄກ່ແຊບຊີດ 5ບາດ 12 ຫໍ່,,30150,,,37000,
8850157529655,ໂລຕັດເອັກ,,3200,,,4000,
8850157529662,ໂລຕັດເອັກ 12 ຫໍ່,,34500,,,37000,453000
8850999133003,ໂສດາສິງ,,66000,,,9000,
8850999220024,ໂສດາສິງ 24ແກ້ວ,,160000,,,176000,453000
8850203527024,ໂອທະວິນຊັອກໂກແລັດ ໃສ້ເດືອນ,,2513,,,4000,
8850203527031,ໂອທະວິນຊັອກໂກແລັດ ໃສ້ເດືອນ 12 ຫໍ່,,30150,,,37000,
8850203327686,ໂອທະວິນໄອສະຄີມ,,2513,,,4000,352000
8850203327693,ໂອທະວິນໄອສະຄີມ 12 ອັນ,,30150,,,37000,
8850086211003,ໂອນວັນຕິນ,,17600,,,25000,228000
24863,ໂອນເງິນ10000,,8000,,,10000,
24862,ໂອນເງິນ5000,,4000,,,5000,
899703317̦0140,ໂອລິໂອ້ 40ກັມ,,3750,,,5000,
8899703317̦0140,ໂອລິໂອ້ 40ກັມ 50ໄມ້,,188000,,,250000,
8992760121014,ໂອລິໂອຊັອກໂກແລັດ,,2513,,,4000,
8992760221066,ໂອລິໂອຊັອກໂກແລັດ 12 ຖົງ,,30150,,,40000,
7612100041581,ໂອວັນຕິນ  1 ຊອງ,,4000,,,5000,375000
8850086263606,ໂອວັນຕິນ  12 ຊອງ,,45000,,,45000,37000
8854698005050,ໂອອິຊິຂຽວ,,9771,,,13000,
8854698005005,ໂອອິຊິຂຽວ 4ແພັກ,,228000,,,250000,
1*68854698005050,ໂອອິຊິຂຽວ 6ຕຸກ,,58000,,,65000,36000
8854698006347,ໂອອິຊິດຳ,,9771,,,13000,
8854698006408,ໂອອິຊິດຳ 4ແພັກ,,241000,,,248000,36000
oishiblack1*6,ໂອອິຊິດຳ 6ຕຸກ,,58000,,,65000,
25224,ໂອອິຊິລວມ 3ຕຸກ,,31000,,,32000,36000
25225,ໂອອິຊິລວມ 6 ຕຸກ,,58000,,,60000,
8854698005289,ໂອອິຊິສົ້ມ,,9771,,,13000,36000
8854698005388,ໂອອິຊິສົ້ມ 4ແພັກ,,241000,,,250000,
11965,ໂອອິຊິສົ້ມ 6ຕຸກ,,58000,,,65000,
8854698005043,ໂອອິຊິເຫຼືອງ,,9771,,,13000,36000
8854698002127,ໂອອິຊິເຫຼືອງ 4ແພັກ,,241000,,,250000,
oishiyellow1*6,ໂອອິຊິເຫຼືອງ 6ຕຸກ,,63000,,,65000,36000
8851826670401,ໂອເຄນ້ຳຕານປະກາຍທອງ,,20350,,,25000,36000
8851826670807,ໂອເຄສີນ້ຳຕານ,,20350,,,25000,
11744,ໂອເມກ້າສົ້ມຫມາກກ້ຽງ 170 ມລ,,254600,,,260000,
11745,ໂອເມກ້າສົ້ມຫມາກກ້ຽງ 170 ມລ,,21271,,,24000,36000
11746,ໂອເມກ້າສົ້ມຫມາກກ້ຽງ 170 ມລ,,5318,,,8000,
4902430408097,ໂອເລບົວຄີມຊອງ,,6600,,,9000,
4902430408417,ໂອເລບົວຄີມຊອງ 6 ຊອງ,,34500,,,45000,36000
4902430358453,ໂອເລຟ້າ,,6600,,,9000,
4902430358309,ໂອເລຟ້າ 6ຊອງ,,34500,,,45000,36000
4902430142571,ໂອເລເຫຼືອງ,,6600,,,8000,
4902430999168,ໂອເລເຫຼືອງ 6 ຊອງ,,34500,,,40000,
8855917000856,ໂອໂຕລິ,,3200,,,4000,27000
8855917000870,ໂອໂຕລິ 12 ຫໍ່,,29600,,,37000,
8850987364785,ໂຮມມີ່ສາຫລ່າຍ,,6333,,,8000,
8850987364792,ໂຮມມີ່ສາຫລ່າຍ 6 ຫໍ່,,38000,,,38000,57000
8850987364723,ໂຮມມີ່ຫມາກພ້າວ,,6333,,,8000,57000
8850987364730,ໂຮມມີ່ຫມາກພ້າວ 6 ຫໍ່,,38000,,,38000,
8801030000488,ໂໍຊຈູບູເບີລີ່,,32000,,,35000,57000
8801030000396,ໂໍຊຈູສະຕໍບໍລີ່,,32000,,,35000,
8801030996484,ໂໍຊຈູອະງູ່ນ,,32000,,,35000,62000
8934839120665,ໃກ້ໍຊິດ 160ກັມ,,19667,,,23000,
8854458009830,ໃຈແອນ 5ບາດ,,2513,,,4000,62000
8859352601371,ໃຈແອັນ,,2833,,,4000,35000
8935001872399,ໃສ້ສໍກົດ,,8000,,,10000,35000
6973912891278,ໃສ້ເດືອນກັມມີ່,,2513,,,4000,35000
6973912891285,ໃສ້ເດືອນກັມມີ່ 12 ອັນ,,30150,,,37000,35000
6971624840010,ໄຂ່ຫວານ,,2833,,,4000,35000
8850425003573,ໄຂ່ຫວານ,,2513,,,4000,35000
8850425003580,ໄຂ່ຫວານ 12 ຫໍ່,,30150,,,37000,35000
24983,ໄຂ່ໄກ່ 1 ຫນ່ວຍ,,2000,,,2500,35000
24986,ໄຂ່ໄກ່ 10 ຫນ່ວຍ,,18400,,,23000,35000
24985,ໄຂ່ໄກ່ 15 ຫນ່ວຍ,,24000,,,28000,35000
24984,ໄຂ່ໄກ່ 30 ຫນ່ວຍ,,55000,,,55000,35000
8859708300194,ໄຂ່ໄດໂນ,,3200,,,4000,35000
8859708300200,ໄຂ່ໄດໂນ 12 ໜ່ວຍ,,33000,,,37000,35000
8854458009281,ໄຂ່ໄດໂນເສົາ,,2513,,,4000,
8854458005627,ໄຂ່ໄດໂນເສົາ 12 ອັນ,,30150,,,37000,36000
6925448116684,ໄດໂນເສົາ,,2833,,,4000,
8850820202533,ໄດໂນເສົາ 20ບາດ,,11418,,,17000,
8850820505306,ໄດໂນເສົາຂຽວ 5ບາດ,,2513,,,5000,
8850820505337,ໄດໂນເສົາຂຽວ 5ບາດ 12 ຫໍ່,,33500,,,37000,36000
6950580401367,ໄດໂນເສົາບັອບ,,2513,,,4000,
6950580401374,ໄດໂນເສົາບັອບ 12 ອັນ,,30150,,,37000,
8850820202137,ໄດໂນເສົາແດງປາປິກ້າ 5ບາດ,,2513,,,4000,
88850820202137,ໄດໂນເສົາແດງປາປິກ້າ 5ບາດ 12 ຫໍ່,,33500,,,37000,
6924187890220,ໄນຕາເວັນ,,6000,,,8000,36000
6924187890237,ໄນຕາເວັນ 30,,180000,,,190000,
8850284010415,ໄນຫມາກອຶ,,2513,,,4000,36000
8850284010330,ໄນຫມາກອຶ 12 ຖົງ,,30150,,,37000,
8850284030116,ໄນຫມາກໂມ,,2513,,,4000,36000
8850284030512,ໄນໝາກໂມ 110 ກັມ,,20800,,,25000,
8850284030536,ໄນໝາກໂມ 110 ກັມ 5 ຖົງ,,104000,,,110000,36000
8850284030123,ໄນຫມາກໂມ 10ຖົງ,,30150,,,44000,
6973064660296,ໄນໝາກໂມຈີນ,,3800,,,5000,36000
8851932441438,ໄບທາມ,,7209,,,10000,
15908,ໄບທາມ 24 ຖົງ,,173006,,,221000,
6936805452192,ໄມ້ຈິ້ມແຂ້ວ,,6400,,,8000,
8850425003863,ໄມດີ້ 120ກັມ 30ກ້ອນ,,17000,,,19000,
8857126977998,ໄມ້ຖູ່,,5500,,,8000,105000
6926405800011,ໄມ້ທູແພນດ້າ,,8000,,,10000,
6932912351755,ໄມ້ບັນທັດ,,20000,,,25000,
8851012103058,ໄມໂລໃຫຍ່170ມລ ເຢັນ,,7631,,,10000,
8850125010178,ໄມໂລໃຫຍ່170ມລ 6ກ່ອງ,,45783,,,50000,
11849,ໄມໂລໃຫຍ່170ມລ 6ແພັກ,,274700,,,280000,
8851012103058,ໄມໂລໃຫຍ່170ມລ ເຢັນ,,7631,,,10000,
8854458009106,ໄມໂອເກະ,,2513,,,4000,
8854458005474,ໄມໂອເກະ 12 ອັນ,,30150,,,37000,
8850002010116,ໄລປອນເອບ 150ມລ,,5818,,,7000,27000
8850002905917,ໄລປອນເອບ 150ມລ 6 ຕຸກ,,34912,,,37000,27000
8850002010130,ໄລປອນເອບ 750ມລ,,20100,,,24000,27000
8850002901209,ໄລປອນເອບ 750ມລ 3 ຕຸກ,,60300,,,62000,
8850002010109,ໄລປອນເອບແບບເຕີມ 550 ມລ,,11167,,,13000,
8850002905207,ໄລປອນເອບແບບເຕີມ 550 ມລ 3 ຖົງ,,31587,,,35000,
8851028003922,ໄວຕາມິນ 6 ແກ້ວ,,49600,,,62000,
8851028002512,ໄວຕາມິນ 6 ແກ້ວ,,49600,,,62000,
8851028003915,ໄວຕາມິວແກ້ວງາດຳ,,9213,,,13000,
18851028002472,ໄວຕາມິວແກ້ວງາດຳ 4ແພັກ,,221100,,,220000,
11902,ໄວຕາມິວແກ້ວງາດຳ 6ແກ້ວ,,55275,,,58000,
8851028002505,ໄວຕາມິວແກ້ວຊັອກໂກແລັດ,,9213,,,12000,
18851028002045,ໄວຕາມິວແກ້ວຊັອກໂກແລັດ 4ແພັກ,,221100,,,227000,
11905,ໄວຕາມິວແກ້ວຊັອກໂກແລັດ 6ແກ້ວ,,55275,,,58000,
8851028000631,ໄວຕາມິວແກ້ວດັ້ງເດີມ,,9213,,,12000,
18851028000577,ໄວຕາມິວແກ້ວດັ້ງເດີມ 4ແພັກ,,221100,,,227000,
11908,ໄວຕາມິວແກ້ວດັ້ງເດີມ 6ແກ້ວ,,55275,,,58000,
8850100006684,ໄວໄວກ້າມປູແບບຊອງ  6ແກັດ,,663300,,,674000,
8850100006684,ໄວໄວກ້າມປູແບບຊອງ  6ແກັດ,,663300,,,674000,
