barcode,name,qty,ton theun,rate,thb_price,product_price_convert,price_song
8850199586418,ໄຂ່ໄດໂນເສົາຂອງຫລີ້ນ 12 ອັນ,,36000,,,37000,
144540,ໝີ່ຫວຽດ100ຫໍ່,,215000,,,220000,
8858694601032,ແພນດ້າໂຢເຟນດ12 ຖົງ,,35000,,,40000,
6925425479405,ຢູປີ 2ບາດ/12ອັນ,,28000,,,30000,
144702,ຄອມຟອດປົນ 12 ແພັກ,,285000,,,295000,
144706,ຄຸນນັດ250ມລ /12 ຕຸກ,,135000,,,140000,
144707,ຢູໂລເຄັກປົນ 12 ກັບ,,430000,,,433000,
8850424001648,ຊີມອນຂຽວ 20ບາດ/3 ຖົງ,,35000,,,40000,
8850424001822,ຊີມອນດຳ20ບາດ/3 ຖົງ,,35000,,,40000,
8850424001686,ຄອບດຳ 20ບາດ/3 ຖົງ,,35000,,,40000,
8850309014145,ໄດນາໄມ 50ເມັດ,,11000,,,15000,
8850309140271,ລູກອົມເອັກໂອ ສະຕໍບໍລີ່ 50ເມັດ,,11000,,,15000,
8850309224070,ລູກອົມລັດບໍລີ່ 50ເມັດ,,11000,,,15000,
8850309223271,ລູກອົມທຸລຽນ 50ເມັດ,,11000,,,15000,
8850309140332,ລູກອົມເອັກໂອ ໝາກກ້ຽງ 50ເມັດ,,11000,,,15000,
8850309013223,ລູກອົມບັດເຕິ 50ເມັດ,,11000,,,15000,
8850309140042,ລູກອົມຊັອກໂກແລັດ 50ເມັດ,,11000,,,15000,
144791,ໝີ່ເກົາຫລີດຳແລະແດງ 4 ແພັກ,,348000,,,350000,
8935001717393,ລູກອົມຈູປາຈຸບ 58 ໄມ້,,42000,,,45000,105000
8850180048017,ແປ້ງໂກກິ 12ຖົງ,,160000,,,165000,105000
144976,ກະທິນ້ອຍອາຮ່ອຍດີ 6 ກ່ອງ,,115000,,,118000,105000
8851004417606,ເທດໂຕ 5ບາດ/12 ຖົງ,,34000,,,36000,105000
28850124065425,ແມັກກີ້ 680ມລ/12 ຕູກ,,278000,,,281000,105000
18850038400032,ຊັອດຫອຍແມ່ຄົວ 600ມລ/12ແກ້ວ,,400000,,,405000,
18850496159701,ແມ່ພອຍ 12ແກ້ວ,,189000,,,192000,
8850100126030,ໄວໄວຫມູສັບຕົ້ມຍຳ,,116000,,,118000,
145006,ສະບັນນີ່ 12ຖົງ,,35000,,,40000,
145007,ຊີມອນຂຽວ 5 ບາດ/12 ຖົງ,,32000,,,40000,
145008,ຢູໂລເຄັກປົນ 6 ກັບ,,214000,,,217000,
145009,ຂະໜົມປົນ  5 ບາດ/ 6 ແພັກ,,208000,,,210000,
8850425009988,ປີໂປ້ກຳມີ 12 ຊອງ,,35000,,,40000,
145061,Cavier ເຢວນ້ອຍ 65 ກັມ/ 12 ກັບ,,64000,,,70000,
8850722051840,Cavier ເຢວນ້ອຍ 65 ກັມ,,7000,,,10000,
8992304078873,Loreal elseve pink,,62000,,,75000,
8994993014385,Loreal ສົ້ມ,,62000,,,75000,
8850002027688,ໂຊກູບູສຶນົມເຂົ້າ,,43000,,,55000,
8850002033726,ໂຊກູບູສຶໂຮດ,,44000,,,55000,
8850002851696,ໂຊກູບູສຶສີຂຽວ,,44000,,,55000,
8859311599817,ຜ້າປຽກລາແບສີສົ້ມ 6 ຖົງ,,85000,,,95000,
8859311599800,ຜ້າປຽກລາແບ,,18000,,,20000,
145249,ຂະໜົມປົນ 2 ບາດ/ 6 ແພັກ,,149000,,,152000,
7622300335755,ໂອລິໂອ້ ຊັອບເຄັກ 5ບາດ/12ອັນ,,35000,,,37000,
8858223016207,mix ຂາໄກ່ 20ບາດ/6 ຖົງ,,2800,,,30000,
8850407015723,ເຢວຄູເຊັດຟ້າ,,27000,,,35000,
8850407015716,ເຢວຄູເຊັດບົວ,,26000,,,35000,
145306,ສະບູ່ເຫັດລິນຈື່ 6 ກ້ອນ,,57000,,,65000,
8858891604836,ສະບູ່ເຫັດລິນຈື່,,11000,,,13000,
145309,ສະບູ່ມະຂາມ 6 ກ້ອນ,,57000,,,65000,
8858891601453,ສະບູ່ມະຂາມ 6 ກ້ອນ,,11000,,,13000,
145311,ສະບູ່ໝາກຫຸ່ງ 6 ກ້ອນ,,57000,,,65000,
8858891602580,ສະບູ່ໝາກຫຸ່ງ,,11000,,,13000,
145315,ສະບູ່ໝາກຂາມນົມແບ້ 6ກ້ອນ,,57000,,,65000,
8858891600401,ສະບູ່ມະຂາມນົມແບ້,,11000,,,13000,
145319,ສະບູ່ມະລິ6 ກ້ອນ,,57000,,,65000,
8858891601361,ສະບູ່ມະລິ,,11000,,,13000,
145322,ສະບູ່ມະຂາມວິຕາມິນຊີ 6 ກ້ອນ,,57000,,,65000,
8858891600418,ສະບູ່ມະຂາມວິຕາມິນຊີ,,11000,,,13000,
145325,ສະບູ່ມະຂາມຂີ້ມີ້ນ 6 ກ້ອນ,,57000,,,65000,
8858891600425,ສະບູ່ມະຂາມຂີ້ມີ້ນ,,11000,,,13000,
145328,ສະບູ່ມະຂາມຂີງ 6 ກ້ອນ,,57000,,,65000,
8858891600432,ສະບູ່ມະຂາມຂີງ,,11000,,,13000,
145330,ສະບູ່ມະຂາມນ້ຳເຜີ້ງ 6 ກ້ອນ,,57000,,,65000,
8858891600449,ສະບູ່ມະຂາມນ້ຳເຜີ້ງ,,11000,,,13000,
145332,ສະບູ່ມັງຄຸດ 6 ກ້ອນ,,57000,,,65000,
8858891601378,ສະບູ່ມັງຄຸດ,,11000,,,13000,
145335,ສະບູ່ໝາກກ້ຽງ 6 ກ້ອນ,,57000,,,65000,
8858891604843,ສະບູ່ໝາກກ້ຽງ,,11000,,,13000,
8850398080076,ເບີລິນ້າ ສີດຳ,,19000,,,25000,
8850407011183,ສີກັດສີຂາວ,,21000,,,25000,
145345,ປາກະປ໋ອງແຊບດີ 10ປ໋ອງ,,72000,,,78000,
8858790900169,ປາກະປ໋ອງແຊບດີ,,7200,,,10000,
90900753,ປາກະປ໋ອງແຊບດີ 100ປ໋ອງ/10ແພັກ,,2880000,,,2900000,
68850632608211,ດາກ້ອນອະງຸຸູູູ່ນ 12 ແພັກ,,405000,,,420000,
8850632608219,ດາກ້ອນອະງຸຸູູູ່ນ 12 ອັນ,,35000,,,40000,
8850632608202,ດາກ້ອນອະງຸຸູູູ່ນ,,38000,,,5000,
18854604000114,ດາກ້ອນຫລອດດູດນ້ຳໄດ້12 ແພັກ,,405000,,,420000,
8850632520061,ດາກ້ອນໂຄ້ກ 12 ຊອງ,,35000,,,40000,
8850632510048,ດາກ້ອນໂຄ້ກ,,38000,,,5000,
28850632520515,ດາກ້ອນໂຄລ່າ12 ແພັກ,,405000,,,420000,
8854604000100,ດາກ້ອນດຸດນ້ຳໄດ້,,35000,,,40000,
8854604000117,ດາກ້ອນດຸດນ້ຳໄດ້ 12 ຊອງ,,35000,,,40000,
28850632520775,ດາກ້ອນຟ້າ  12 ແພັກ,,405000,,,420000,
8850632520771,ດາກ້ອນຟ້າ 12 ຊອງ,,35000,,,40000,
8850632520764,ດາກ້ອນຟ້າ,,3800,,,5000,
68850632606194,ດາກ້ອນບົວ 12 ແພັກ,,405000,,,420000,
8850632606192,ດາກ້ອນບົວ 12ຊອງ,,38000,,,40000,
8850632606185,ດາກ້ອນຟ້າ,,3800,,,5000,
18850632609121,ດາກ້ອນທັງບົວ 12 ກ່ອງ,,405000,,,420000,
8850632609124,ດາກ້ອນທັງບົວ 12 ຊອງ,,38000,,,40000,
8850632609117,ດາກ້ອນທັງບົວ,,3800,,,5000,
0632608902,ດາກ້ອນທັງຟ້າ 12 ກ່ອງ,,405000,,,420000,
8850632608905,ດາກ້ອນທັງຟ້າ 12 ຊອງ,,38000,,,40000,
8850632608899,ດາກ້ອນທັງຟ້າ 12 ຊອງ,,3800,,,5000,
850632500470,ເຟດຊີ່ສີຟ້າ 5ບາດ /12 ແພັກ,,405000,,,420000,
28850632500456,ເຟດຊີ່ສີແດງ 5ບາດ /12ແພັກ,,405000,,,420000,
0532500432,ເຟດຊີ່ສີບົວ 5ບາດ /12ແພັກ,,405000,,,420000,
145402,ທູບຂຽວ 5 ກັບ,,18000,,,20000,
145404,ໂດໂຊະຈີນ 5 ແພັກ,,86000,,,88000,
145473,ໂຊດາສິງ 24 ແກ້ວ,,170000,,,175000,
145474,ນ້ຳມັນກຸກ 1ລິດ/ 6 ຕຸກ,,212000,,,215000,
145475,ึຄອມຟອດ 6 ແພັກ,,146000,,,147000,
8858954207042,ແຄແບສົ້ມ 12ຊອງ,,35000,,,40000,
8858954207004,ແຄແບບົວ 12 ຊອງ,,35000,,,40000,
8857200087025,ການ້ຳ 12 ອັນ,,35000,,,40000,
8857124147300,Jelly toy  12 ອັນ,,35000,,,40000,
145480,ໂອເມກ້າ 180ມລ/ 5 ແພັກ,,132000,,,134000,
8858954212664,ແຄແບແຫວນ12 ຊອງ,,35000,,,40000,
8858152023291,ມາດແມໂລແຕງໂມ 12ຊອງ,,35000,,,40000,
8938502050938,ຊັອກບານ 58 ໜ່ວຍ,,38000,,,40000,
8857124147324,Pokpak 12 ອັນ,,35000,,,40000,
8990800025421,ແມນທອດ 24 ອັນ,,132000,,,138000,
8990800025469,ແມນທອດໝາກໄມ້ 24 ອັນ,,132000,,,138000,
18859313500528,ເບຍດຳກະປ໋ອງ 24ກະປ໋ອງ,,357000,,,365000,
145600,ນ້ຳໝາກຂາມກີນເມດ 6 ຕຸກ,,38000,,,42000,
145601,ນ້ຳໝາກຂາມກີນເມດ 4 ແພັກ,,198000,,,202000,
8852047270098,ແຟມຫມີ 24 ຊອງ,,70000,,,80000,
8850199584254,Big Ball 24 ຫນ່ວຍ,,35000,,,40000,
8852047216386,123 ຊ່າລຸກອົມ 100ເມັດ,,28000,,,35000,
6971447951504,ຫມີ່ອ້າປາກກ່ອງນ້ອຍ 12 ກ່ອງ,,130000,,,135000,
8850987201394,ມ່າມ່າເສັ້ນໃຫຍ່ຕົ້ມຍຳ,,128000,,,129000,
8801073123687,ໝີ່ເກົາຫລີສີຂຽວ 8 ແພັກ,,680000,,,710000,
8801073124875,ໝີ່ເກົາຫລີສີບົວໃຫມ່ 8ແພັກ,,680000,,,710000,
4897028983172,ຈອນນີ່ຂຽວ 50 ຕຸດ,,3200000,,,3220000,
28850620003013,ນ້ຳປາຢາງນ້ອຍ 24 ຕຸກ,,221000,,,226000,
18850620888231,ນ້ຳປາແກ້ວນ້ອຍ 12 ແກ້ວ,,160000,,,165000,
58850124065402,ແມັກກີ້ເຢາະໄຂ່ດາວ 24ຕຸກ,,282000,,,288000,
8858981500093,ປາແດກແມ່ບູນລ້ຳ 24ຕຸກ/2 ແພັກ,,234000,,,236000,
18859150200049,ນ້ຳມັນກຸກ 230ມລ/ 4 ແພັກ,,402000,,,410000,
8858891306983,ນ້ຳດ່າງສີຟ້າ 24ຕຸກ,,211000,,,215000,
18859313500962,ເບຍຊ້າງ 24 ກະປ໋ອງ,,187000,,,195000,
38850002901200,ໄລປອນໃຫຍ່750ມລ/6 ແພັກ,,372000,,,378000,
18850002032863,"ແຟັບ 3ແຈ໋ວ3,000ກັມ/4ຖົງ",,298000,,,302000,
8852047237510,Tommy 24 ຊອງ,,72000,,,74000,
186353786329,ຊັອດຫອຍນ້ອຍ 24 ແກ້ວ,,380000,,,385000,
145828,ເຊຶອກຟາງ 6 ກໍ້,,32000,,,35000,
145889,ແປ້ງເຂົ້າຈ້າວ 10 ຖົງ,,112000,,,115000,
145890,ແປ້ງເຂົ້າໜຽວ 10 ຖົງ,,123000,,,128000,
145891,ສາຄູຂາວ 10 ຖົງ,,125000,,,128000,
68851111105221,ໂຊຟີກາງຄືນ 12ແພັກ,,498000,,,502000,
8851111105229,ໂຊຟີກາງຄືນ 12ຫໍ່,,80000,,,85000,
8851111105014,ໂຊຟີກາງຄືນ,,7000,,,9000,
