barcode,name,qty,ton theun,rate,thb_price,product_price_convert
8860000000000,ກະທິຕຸກໄທລຽວ,,,670,50,33500
8850000000000,ກະປິມະນາວ 200ກັມ,,,670,45,30150
kapi1*12,ກະປິມະນາວ 75ກັມ 12 ກັບ,,,670,34,22780
