barcode,name,qty,ton theun,rate,thb_price,product_price_convert,price_song
152616,ເຂົ້າໜຽວໃໝ່ອົບແຫ້ງ 48 ກີໂລ,,720000,,,760000,
152617,ເຕົາໃຫຍ່ເບີ 3,,140000,,,160000,
152618,ໂຊດາສິງປະສົມ 24ກະປ໋ອງ,,225000,,,230000,
152629,ເຈ້ຍດອກຄາຍ 10 ຫໍ່,,41000,,,45000,14000
152664,ຊັອກໂກແລັດ P&N 30 ຫໍ່,,22000,,,25000,
8936104993080,cream mail coffee,,8000,,,12000,
8850007811213,ລິດເຕີລິນ,,39000,,,45000,
152758,ຈຳລັງແປັບຊີ່ 1 ລັງ,,24000,,,24000,
8851028001423,ໄວຕາມິວງາດຳ,,10000,,,13000,
152983,ຂະໜົນຫວຽດ Linh La La 12 ຖົງ,,40000,,,42000,
153210,LED 40 W,,40000,,,45000,
8852023667911,ເນລີ່ 5 ບາດ/ 12 ຫໍ່,,35000,,,37000,
8801116032396,ເລກ7ນ້ອຍ2 ເມັດ,,12000,,,15000,
153491,ເຈ້ຍວິນລ່າ 12ຫໍ່/15 ແພັກ,,380000,,,385000,
8850718714926,ເລສາຫລ່າຍ20 ບາດ/ 3ຖົງ,,70000,,,72000,
8851224001258,ກາວກາຊ້າງເຄນໂດ 12 ອັນ,,80000,,,85000,
153735,ຫວີຈີນRucky12ອັນ,,25000,,,30000,
6974721503086,ໄມ້ແຂນເສືອ 10ອັນ,,13000,,,20000,
8858223014944,mix ຂາໄກ່ສາຫລ່າຍ 5ບາດ/12 ຖົງ,,34000,,,36000,
8850412370909,ຕໍປິດໍ 5ບາດ/12 ຫໍ່,,35000,,,37000,50000
8850425012551,ຢູໂລປັງນົມ 13 ຊອງ,,35000,,,38000,
8850425012575,ຢູໂລປັງບູເບີລີ່ 13 ຊອງ,,36000,,,38000,
8850511321802,ໂລຊ່າແບບບີບ,,34000,,,40000,
8852391040187,ນ້ຳຈິ້ມໄກ່,,320000,,,3801600,
154318,ນ້ຳຂຽວແກ້ວ 24ແກ້ວ,,141000,,,141000,
154319,ນ້ຳສົ້ມແກ້ວ 24ແກ້ວ,,141000,,,141000,
154320,ນ້ຳແດງແກ້ວ 24ແກ້ວ,,141000,,,141000,
154321,ນ້ຳ7ອັບແກ້ວ 24ແກ້ວ,,141000,,,141000,
154332,ໄລປອນເຕີມ 4 ແພັກ,,132000,,,134000,
154333,rock 12 ຖົງ,,35000,,,36000,
154528,ເຂົ້າໜຽວລວມເປົາຟ້າ 48 ກີໂລ,,550000,,,650000,
8851111153077,ໂຊຟີກາງເວັນ 4ຊີ້ນ/6 ຫໍ່,,75000,,,78000,
8852047232195,ໂຢໂຢ 80 ກັມ,,14000,,,15000,
8852047413310,ວູດດີ້ 292.2ກັມ,,61000,,,63000,
8858732820975,ຕິງຟົ້ງນ້ຳໝາກພ້າວ,,55000,,,56000,
8850125075047,ໄມໂລ 8ກ່ອງ,,51000,,,53000,
8850762080336,ນົມພາເລດ 2 ກິໂລ,,61000,,,65000,
8855120003132,ບິກແບັກ 5ບາດ/12 ຖົງ,,35000,,,36000,
8855120003170,ບິກແບັກກຸ້ງ 5ບາດ/12 ຖົງ,,35000,,,36000,
154776,ປາເສັ້ນຈຳໂປ້ 50 ຖົງ,,705000,,,710000,
8852008002577,ຟຸເຊັນໂຢເກີດ 12 ກັບ,,62000,,,65000,
8857124147539,Pokpak 12 ອັນ,,36000,,,37000,
8854923215117,ສະແນັກແຈັກ 5ບາດ/12 ຖົງ,,36000,,,37000,
155050,ເອັມດີ 12 ກັບ,,410000,,,415000,
8850309202368,ເມຈິກ 24ອັນ,,26000,,,30000,
8992741981255,yupi Neon Stix 5 ບາດ/12 ອັນ,,36000,,,40000,
8851932488068,"ໂອໂມ ສີບົວ 3,000 ກັມ",,76000,,,80000,
8936052100271,ນ້ຳມັນຫວຽດນ້ອຍ 220 ມລ,,8000,,,10000,
