barcode,name,qty,ton theun,rate,thb_price,product_price_convert
15966,?????????? 30 ???? JBF 113,,,,,460000
16003,?????????? 30????  984,,,,,285000
00982,??????????????  1 ????  982,,,,,13000
98215,?????????????? 15 ????,,,,,160000
98230,?????????????? 30????  982,,,,,310000
00983,??????????????   1 ???? 983,,,,,13000
98330,?????????????? 30????  983,,,,,303000
00440,??????????? 1 ???? FF 440,,,,,15000
44030,??????????? 30 ???? FF 440,,,,,345000
00524,??????????????   1 ????  524,,,,,13000
52430,?????????????? 30????  524,,,,,285000
8858977111456,??? ??????,,,,,26000
25372,?????&??? 5???,,,,,53000
12382,??????????,,,,,65000
8858977141514,????????? ??????,,,,,24000
8885013130911,?????????????????? 800??,,,,,48000
8858694612007,??????,,,,,4000
8858694612014,?????? 12 ???,,,,,37000
8858891304835,?????????????????,,,,,13000
8858891304828,????????????????? 4????,,,,,212000
11971,????????????????? 6???,,,,,61000
15958,??????????? 10 ???,,,,,235000
15957,???????????,,,,,25000
15959,???????????,,,,,25000
15956,??????????? 10 ???,,,,,218000
8851818209039,??????? 2700,,,,,75000
6925448115861,?????,,,,,4000
8851818558755,?????????????????????????????????????? 16????,,,,,49000
13711,?????????????????????????????????????? 16???? 12 ???,,,,,528000
13716,???????????????????????????????4???? 6???,,,,,481000
13714,???????????????????????????????4???? 6???,,,,,58000
13713,???????????????????????????????4???? 8????,,,,,428000
00084,???????????????????????????????4???? 8????,,,,,12000
8851818100763,???????????????????? 4???? 18???,,,,,65000
8851818100756,???????????????????? 4???? 18???,,,,,12000
8851818544413,?????????????? 20????,,,,,17000
13718,?????????????? 20???? 4????,,,,,314000
8851818454514,?????????????? 20???? 6???,,,,,83000
8850338001598,?????? 100????,,,,,39000
8850338008672,???????? 9????,,,,,72000
7622201764944,???????????????? 9????,,,,,5000
7622201764937,???????????????? 9???? 20????,,,,,5000
8850338008610,???????? 9????,,,,,5000
8850338008627,???????? 9???? 20????,,,,,72000
8850338021732,????????? 9????,,,,,72000
8850338021749,????????? 9???? 20????,,,,,5000
8850338008641,??????????? 9????,,,,,5000
16451,??????????? 9????,,,,,5000
8850338019029,????????????,,,,,20000
8850338019050,???????????? 12 ????,,,,,178000
8850338021329,?????????????,,,,,20000
8850338009839,????????????,,,,,22000
8850338009518,???????????? 12 ????,,,,,178000
16018,?????????,,,,,35000
16017,??????????,,,,,25000
16019,??????????,,,,,45000
16016,?????? 1 ????,,,,,7000
16015,?????? 30 ????,,,,,170000
8850722040707,???????? 60??,,,,,12000
8850175010494,????????????????????? 3 ????,,,,,145000
8850175019480,???????? ???? 7??,,,,,80000
8850175019220,???????? ???????????????? 7??,,,,,80000
Salt0.5,???? 0.5 ????,,,,,6000
salt0.5*10,???? 0.5 ???? 10???,,,,,50000
Salt1*1,???? 1????,,,,,10000
Salt1*10,???? 1???? 10 ???,,,,,80000
8850069010036,??????????,,,,,12000
25066,?????????  12 ????,,,,,290000
25369,????????? 1 ????,,,,,26000
25370,????????? 12 ????,,,,,300000
25367,????????? 48 ????,,,,,1100000
26145,????????? 6??,,,,,145000
25371,???????? 1 ????,,,,,17000
24965,???????? 12 ????,,,,,190000
25366,???????? 48 ????,,,,,700000
24966,???????? 6 ????,,,,,95000
15989,?????????? 1 ????,,,,,16000
15988,?????????? 10????,,,,,130000
12276,??????????????,,,,,2000
12273,?????????????? 10????,,,,,415000
12275,?????????????? 12???,,,,,12000
12274,?????????????? 4 ???,,,,,43000
12280,???????????????,,,,,2000
12277,???????????????  10????,,,,,415000
12278,???????????????  5???,,,,,46000
12279,??????????????? 12???,,,,,12000
8851932434676,???????????????,,,,,1500
12269,??????????????? 10????,,,,,415000
25186,??????????????? 12 ???,,,,,10000
12271,??????????????? 12???,,,,,13000
12270,??????????????? 4 ???,,,,,43000
8851932391559,?????????????????400?? 12???,,,,,54000
12284,????????????????,,,,,2000
12281,????????????????  10????,,,,,415000
12283,???????????????? 12???,,,,,12000
12282,???????????????? 5???,,,,,46000
8851932391573,????????????????400?? 12???,,,,,60000
8851932391627,????????????????????,,,,,60000
8851932434706,????????,,,,,1500
56767,???????? 12???,,,,,13000
clearblack1*12*5,???????? 5 ???,,,,,45000
8851932391634,???????????????? 400?? 12???,,,,,622000
8851932391542,?????????????,,,,,60000
12317,????????????? 400?? 12???,,,,,622000
8858977423221,????????????,,,,,26000
8858977422323,???????????? 50+++,,,,,145000
8858977224149,??????????????,,,,,26000
8850822190166,????????????????,,,,,16000
8850822190241,????????????????6 ???,,,,,69000
8850822180013,???????,,,,,7000
8850822150146,????????? 25??,,,,,22000
8850822151143,????????? 25?? 6???,,,,,98000
8850822150139,????????? 25??,,,,,22000
8850822151136,????????? 25?? 6????,,,,,98000
16055,????????? 25?? 6???,,,,,118000
8850822150153,?????????? 25??,,,,,22000
8850822151150,?????????? 25?? 6???,,,,,98000
8850822190593,???????????????,,,,,16000
8850822190609,??????????????? 6 ???,,,,,86000
8850822180020,???????,,,,,7000
8857124022171,??????????????? 150???? 6???,,,,,14000
8857124022171,??????????????? 150???? 6???,,,,,14000
8857124022072,??????????????? 200???? ???? 12 ??? 1 ???,,,,,4000
vila 200*12*1,??????????????? 12 ???,,,,,25000
8857124022089,??????????????? 280????,,,,,10000
8857124022249,??????????????? 280???? 4???,,,,,36000
8857124022027,??????????????? ??????? 10???,,,,,28000
8857124022058,??????????????? ???????,,,,,25000
8850722050232,???????????????????????,,,,,20000
12349,??????????????????????? 6 ????,,,,,105000
27610,??????????????????????? 6 ???,,,,,96000
8853318001373,????????????????60???,,,,,10000
12347,????????????????60??? 12????,,,,,71000
8997004040762,????????? 25???,,,,,2000
8997004040786,????????? 25??? 24???,,,,,28000
8857124147027,????????? ???????? 12 ???,,,,,37000
8857124147010,????????? ??????,,,,,4000
8857124147515,????????? ?????? 12 ???,,,,,37000
8857124147249,????????? ????????? 12 ???,,,,,37000
8858152028739,???????? ??????????? 12 ???,,,,,37000
8858152028739,???????? ??????????? 12 ???,,,,,37000
8858977224231,?????? ??????,,,,,26000
8992775345078,???????????????????? 5 ???,,,,,4000
8992775345085,???????????????????? 5 ??? 12 ???,,,,,37000
8850943531299,???????? 12 ???,,,,,37000
8850157100342,????????,,,,,6000
8850157101448,???????? 6 ????,,,,,20000
8850157100557,????????????,,,,,10000
8850157100519,???????????? 1???,,,,,7000
8850157102100,???????????? 3???,,,,,20000
8850157102186,???????????????????? 3 ???,,,,,25000
8850157103688,???????????????????? 3???,,,,,21000
8850157104449,?????????????????,,,,,9000
8850157104456,????????????????? 3???,,,,,21000
8850157103640,????????????????????,,,,,8000
8850157103657,???????????????????? 3???,,,,,21000
8850157100328,????????,,,,,6000
8850157101400,???????? 6 ????,,,,,20000
8850157101424,???????? 6 ????,,,,,20000
8850157100335,????????????,,,,,6000
12013,????????????  6???,,,,,20000
12012,???????????? 12????,,,,,213000
8858977900227,??????????? 6 ???,,,,,130000
8858977009227,??????????? ??????,,,,,26000
8858977022905,?????????? ??????,,,,,26000
8858977922908,?????????? ?????? 6 ???,,,,,145000
13829,?????????????????????,,,,,19000
13843,???????????,,,,,115000
8858707328710,????????????,,,,,30000
8858707303083,???????,,,,,26000
8850157551083,????????????????????,,,,,8000
8850157551090,???????????????????? 6???,,,,,35000
11991,???????????????????? 6????,,,,,205000
8850157554046,???????????????????????,,,,,7000
11997,??????????????????????? 12????,,,,,220000
8850157554053,??????????????????????? 3???,,,,,20000
8859313502723,????????????,,,,,20000
12072,???????????? 12???,,,,,204000
8859313502686,?????????????,,,,,10000
12062,?????????????  12???,,,,,79000
12094,?????????????,,,,,7000
12093,????????????? 24????,,,,,110000
8859313501061,?????????????,,,,,23000
12080,????????????? 6???,,,,,125000
8852047249766,?????????,,,,,4000
8852047249773,????????? 12 ???,,,,,37000
8850425003573,???????????????,,,,,4000
8850425003580,??????????????? 12 ???,,,,,37000
8850425006772,????????????,,,,,5000
8852047249780,????????????,,,,,4000
8852047249797,????????????  12 ???,,,,,37000
8850425006789,???????????? 12 ???,,,,,40000
8850425006888,???????????,,,,,4000
8850425006895,??????????? 12 ???,,,,,37000
8859239401049,????????????,,,,,20000
8859239401315,????????????,,,,,24000
8859684000422,????????  2 ???,,,,,14000
8859684000415,???????? 2 ???  12 ?????,,,,,145000
8853659094447,???????? 4 ???,,,,,19000
8853659034443,???????? 4 ???  12 ?????,,,,,170000
8853659098889,???????? 8 ???,,,,,20000
8853659038885,???????? 8??? 1 ?????,,,,,20000
88853659038885,???????? 8??? 12 ?????,,,,,180000
8857200098489,?????????????? 22??,,,,,25000
8850094403209,?????? 25??,,,,,25000
8851004402251,?????????????  20???,,,,,13000
8851004402053,?????????????  5???,,,,,4000
8851004402602,?????????????  5??? 12 ???,,,,,37000
8851004401254,???????????? 20???,,,,,13000
8851004406068,????????  20???,,,,,60000
8851004417057,????????????  5???,,,,,4000
88851004417057,????????????  5??? 12 ???,,,,,37000
8851004417200,???????????? 20???,,,,,13000
8851004418030,????????????  20???,,,,,13000
8851004499206,???????????????????????? 5 ???,,,,,4000
8857123060464,????????,,,,,58000
13879,???????????????? 75???,,,,,60000
8857123060129,?????????????? 75???,,,,,60000
8857123060037,???????????? 75???,,,,,58000
8852023005355,???????????  2 ???,,,,,2000
8852023008134,???????????  2 ??? 24???,,,,,27000
8852023005362,???????????? 2 ???,,,,,2000
8852023008141,???????????? 2 ??? 24???,,,,,27000
8850127004397,???????? 27???,,,,,75000
8850127003819,?????????????????,,,,,13000
11940,????????????????? 5????,,,,,267000
11941,????????????????? 6????,,,,,54260
8850124034519,??????? 1 ???,,,,,3000
8859313500163,?????????????????????,,,,,14000
12105,????????????????????? 24????,,,,,289000
12104,?????????????????????,,,,,20000
12103,????????????????????? 24????,,,,,419000
12108,???????????????????,,,,,17000
12107,???????????????????  24????,,,,,370000
9506000038704,????????? 1 ????,,,,,11000
9506000038711,????????? 24 ????,,,,,280000
18859313500054,???????????????4/24????,,,,,280000
12139,???????????????? 24????   ????,,,,,247000
48859313500048,????????????????24????,,,,,286000
8859313500064,????????????????,,,,,20000
78859313500063,???????????????? 24????,,,,,423000
18859313505882,????????????????? 24 ????,,,,,370000
8859313505885,????????????????? 330??,,,,,18000
12124,????????,,,,,15000
18859313500085,???????? 24????,,,,,320000
18859313502249,?????????????,,,,,15000
18859313,????????????? 24????,,,,,320000
8859313500040,??????????????,,,,,14000
12130,??????????????,,,,,13000
18859313500030,?????????????? 24????,,,,,235000
12135,??????????????,,,,,18000
12131,?????????????? 12????,,,,,233000
12133,?????????????? 6????,,,,,105000
24921,??????????????????,,,,,19000
12128,?????????,,,,,15000
18859313500115,????????? 24????,,,,,320000
12134,??????????? 6????????,,,,,110000
12147,??????????????????????,,,,,15000
9506000038735,?????????????????????? 24????,,,,,380000
8858152031852,?????? ?????????? 12 ???,,,,,37000
8858152031852,?????? ?????????? 12 ???,,,,,37000
8850157403580,????????,,,,,4000
8850157403658,???????? 12 ???,,,,,37000
8850157000864,????????,,,,,4000
8850157400039,???????? 12 ???,,,,,37000
8850157405300,?????????,,,,,4000
8850157405317,????????? 12 ???,,,,,37000
8850157400206,?????????,,,,,4000
8850157400244,????????? 12 ???,,,,,37000
8850157400107,?????? 20 ???,,,,,15000
8850157401289,???????????,,,,,4000
8850157401296,??????????? 12 ???,,,,,37000
8850157400077,????????,,,,,4000
8850157400114,???????? 12 ???,,,,,37000
6938462800200,???????????????? 12 ???,,,,,37000
6938462800200,???????????????? 12 ???,,,,,37000
8851123349086,???????????100??,,,,,28000
8854458004620,?????????? 12 ???,,,,,37000
8854458004620,?????????? 12 ???,,,,,37000
8850580200039,???????? ??????????,,,,,5000
8850580200060,???????? ?????????? 12 ???,,,,,37000
8996001355855,???????? ????????????,,,,,4000
8996001355923,???????? ???????????? 12 ???,,,,,37000
8850784994741,??????????????,,,,,35000
8850784994741,??????????????,,,,,35000
8850784994796,??????????????,,,,,30000
12383,????????????????????,,,,,65000
8850250006015,???????????????????,,,,,13000
8850250006022,??????????????????? 6????,,,,,55000
8850250320357,?????????????????????? 6????,,,,,55000
8850250000365,???????????????????,,,,,13000
8850250002048,??????????????????? 6????,,,,,55000
8850250003809,????????????,,,,,3000
8850250007463,???????????? 27 ???,,,,,57000
8850250002482,???????? 1 ???,,,,,3000
8850250007425,????????? 27 ???,,,,,57000
8850398080519,???????? A,,,,,35000
8850398080304,???????? A19,,,,,35000
8850398080083,???????? A2,,,,,35000
8850398080328,???????? A21,,,,,35000
8850398080342,???????? A23,,,,,35000
8850398080359,???????? A24,,,,,35000
8850398080441,???????? A33,,,,,35000
8850398080472,???????? A36,,,,,35000
8850398080496,???????? A38,,,,,35000
8850398080502,???????? A39,,,,,35000
8850398080526,???????? A41,,,,,35000
8850398080205,???????? A6,,,,,35000
8850398080168,???????? A8,,,,,35000
8858152028753,??????,,,,,4000
8858152028760,?????? 12 ???,,,,,37000
8850175046134,???????? 3 ???,,,,,75000
8850175046134,???????? 3 ???,,,,,75000
6938520300444,??????? ??????????,,,,,4000
6938520300352,??????? ?????????? 12 ???,,,,,37000
6974324350339,???????????,,,,,17000
8859105800075,???? 1???,,,,,36000
8858776300259,?????????????,,,,,32000
8850632500421,??????????? 5???,,,,,5000
8850632500438,??????????? 5??? 12???,,,,,40000
8850632500469,??????????? 5???,,,,,5000
8850632500476,??????????? 5??? 12???,,,,,40000
8854604101487,???????????? 5???,,,,,4000
8854604101494,???????????? 5??? 12???,,,,,37000
8854604000612,?????????????? 5???,,,,,4000
8854604000629,?????????????? 5??? 12???,,,,,37000
8850632500445,??????????? 5???,,,,,5000
8850632500452,??????????? 5??? 12???,,,,,40000
8935001873884,???????? flexoffice,,,,,10000
8935001873907,???????? flexoffice 12????,,,,,78000
8851552201023,?????????????,,,,,10000
8851552209012,?????????,,,,,10000
8851552209616,????????? 12 ????,,,,,85000
8935001870340,????????? flexoffice,,,,,10000
8935001870593,????????? flexoffice,,,,,10000
8935001873853,????????? flexoffice 12????,,,,,78000
8935001870609,????????? flexoffice 12????,,,,,78000
8851552201016,????????? ????? 1????,,,,,10000
8851552201610,?????????????? 12 ????,,,,,85000
8851552201030,??????????????,,,,,10000
8851552201634,?????????????? 12 ????,,,,,85000
8850309201934,??????????????? 24 ???,,,,,27000
6928626360091,????????????? 24 ???,,,,,27000
8850309204331,????????? 24 ???,,,,,27000
8935001727071,??????,,,,,9000
8990800014364,?????? ?????,,,,,8000
8990800014371,?????? ?????  24,,,,,137000
8850939925392,??????????? 500??? 50???,,,,,130000
8850939925392,??????????? 500??? 50???,,,,,130000
8990800200019,?????????? 37???,,,,,8000
8990800014418,?????????? 37??? 24????,,,,,137000
6921211104230,???????????,,,,,8000
8990800014432,??????????? 24 ????,,,,,137000
8990800016863,?????????? 37???,,,,,9000
8990800016870,?????????? 37??? 24????,,,,,178000
8851932442855,?????? ??????????,,,,,25000
15933,?????????????,,,,,26000
15932,?????????????  24???,,,,,611000
8851932295796,???????????,,,,,25000
8851932295789,?????????????,,,,,26000
15930,????????????? 24???,,,,,611000
8851932352772,???????????????,,,,,25000
8859433705622,?????????,,,,,32000
8859433752626,?????????,,,,,85000
6925925912921,??????????? ????,,,,,4000
6914253436896,??????????? ???? 12 ???,,,,,37000
4806028519670,???????????? ???????30 ???,,,,,50000
4806028519670,???????????? ???????30 ???,,,,,50000
4806028519861,???????????? ????? 30 ???,,,,,50000
4806028519861,???????????? ????? 30 ???,,,,,50000
8858152031111,????????????????,,,,,4000
8858152031128,???????????????? 12 ???,,,,,37000
8858891301728,????????????????,,,,,13000
8858891301742,???????????????? 6???,,,,,55000
8858891303678,?????????????,,,,,13000
8850718819515,???????? 20???,,,,,13000
8850718819461,?????????? 20???,,,,,13000
8850718816071,??????????????? 42???,,,,,15000
8850718712588,??????????????? 42??? 6????,,,,,83000
8850718819485,????????? 20???,,,,,13000
8850718820733,??????????  20???,,,,,13000
8850718820719,??????????? 20???,,,,,13000
8850718816057,???????????????????? 42???,,,,,15000
8850718712564,???????????????????? 42??? 6????,,,,,83000
8850718819478,????????? 20???,,,,,13000
8850718804573,?????????????? 100???,,,,,30000
8850718816064,?????????????? 42???,,,,,15000
8850718712571,?????????????? 42???  6????,,,,,75000
8854458009663,????????? 12 ???,,,,,37000
8854458009663,????????? 12 ???,,,,,37000
26131,??????? 1 kg,,,,,38000
26126,??????? 1000 ???,,,,,1000
26127,??????? 2000 ???,,,,,2000
26128,??????? 3000 ???,,,,,3000
26129,??????? 4000 ???,,,,,4000
26130,??????? 5000 ???,,,,,5000
6933315000042,????????????,,,,,14000
8850403200406,???????????????????,,,,,5000
8850403202509,??????????????????? 10???,,,,,35000
888850403202510,??????????????????? 25 ????,,,,,791000
8850403200802,???????????????????,,,,,8000
8850403201250,??????????????????? 10???,,,,,65000
8938509627492,????????????????,,,,,55000
26133,??????????????  10000 ???,,,,,10000
26134,??????????????  14000 ???/??????,,,,,14000
26135,??????????????  28000 ???/1 kg,,,,,28000
26132,??????????????  5000 ???,,,,,5000
