barcode,name,qty,ton theun,rate,thb_price,product_price_convert
8801073113404,ໝີ່ເກົາຫລີຊຳຊຳຍັງສີທອງແບບຊອງ,,,,,20000
8801073113893,ໝີ່ເກົາຫລີຊຳຊຳຍັງສີບົວແບບຊອງ,,,,,21000
8801073142312,ໝີ່ເກົາຫລີສີບົວ 5ຊອງ,,,,,95000
8801073115088,ໝີ່ເກົາຫລີຊຳຊຳຍັງສີສົ້ມ,,,,,20000
8801073143463,ໝີ່ເກົາຫລີຊຳຊຳຍັງສີສົ້ມແບບຊອງ 5ຫໍ່,,,,,860000
8801073113312,ໝີ່ເກົາຫລີຊຳຊຳຍັງສີເຫຼືອງແບບຊອງ,,,,,21000
1568,456,,,,,95000
8801073141780,ໝີ່ເກົາຫລີສີເຫຼືອງ5ຫໍ່,,,,,95000
8801073114548,ໝີ່ເກົາຫລີຊຳຊຳຍັງສີແດງx3 ແບບຊອງ 1ຫໍ່,,,,,20000
8801073142978,ໝີ່ເກົາຫລີຊຳຊຳຍັງສີແດງx3 ແບບຊອງ 5ຫໍ່,,,,,86000
98801073141896,ໝີ່ເກົາຫລີສີແດງ 5 ຊອງ,,,,,95000
8801073113428,ໝີ່ເກົາຫລີຊຳຊຳຍັງສີແດງແບບຊອງ,,,,,21000
8801073141896,ໝີ່ເກົາຫລີຊຳຊຳຍັງສີແດງແບບຊອງ 8ແພັກ,,,,,630000
8853346301018,ໝູຝອຍ,,,,,4000
8853346589003,ໝູຝອຍ 12 ອັນ,,,,,37000
8853346207051,ໝູຝອຍ 50 ກັມ,,,,,37000
8854688000065,ຫມໍຈຸລາ 100ກັມ,,,,,42000
23678,ຫມໍຈຸລາ 100ກັມ 12ກ່ອງ,,,,,400000
12362,ຫວີຜົມຄູ່ສີໃສ MRS,,,,,8000
12361,ຫວີຜົມຄູ່ສີໃສ MRS12ອັນ,,,,,35000
6948832901352,ຫວີຜົມນ້ອຍ aishu  12ອັນ,,,,,50000
6948832901352,ຫວີຜົມນ້ອຍ aishu  12ອັນ,,,,,50000
6948832900447,ຫວີຜົມນ້ອຍມີແວ່ນ aishu  12ອັນ,,,,,80000
6948832900447,ຫວີຜົມນ້ອຍມີແວ່ນ aishu  12ອັນ,,,,,80000
6928456588887,ຫວີຜົມມີດ້າມຈັບສີເຂັ້ມ fad 12ອັນ,,,,,50000
6928456588887,ຫວີຜົມມີດ້າມຈັບສີເຂັ້ມ fad 12ອັນ,,,,,50000
12354,ຫວີຜົມແບບຍາວສີເຂັ້ມເອັກຄຸຍຊາຍ,,,,,9000
12353,ຫວີຜົມແບບຍາວສີເຂັ້ມເອັກຄຸຍຊາຍ 12ອັນ,,,,,50000
6948832911733,ຫວີຜົມແບບຍາວສີໃສ aishu  12ອັນ,,,,,70000
6948832911733,ຫວີຜົມແບບຍາວສີໃສ aishu  12ອັນ,,,,,70000
W52,ຫົວອາຫານກົບກາງ 1 ກິໂລ W 52,,,,,27000
W5220,ຫົວອາຫານກົບກາງ 20 ກິໂລ W 52,,,,,500000
w51,ຫົວອາຫານກົບນ້ອຍ 1 ກິໂລ W 51,,,,,28000
w5120,ຫົວອາຫານກົບນ້ອຍ 20 ກິໂລ W 51,,,,,510000
w53,ຫົວອາຫານກົບໃຫຍ່ 1 ກິໂລ W 53,,,,,27000
w5320,ຫົວອາຫານກົບໃຫຍ່ 20ກິໂລ W 53,,,,,485000
15998,ຫົວອາຫານນົກ 1 ກິໂລ,,,,,16000
15997,ຫົວອາຫານນົກ 50 ກິໂລ,,,,,560000
602,ຫົວອາຫານປາດຸກກາງ 1 ກິໂລAl 602,,,,,21000
60220,ຫົວອາຫານປາດຸກກາງ 20 ກິໂລ Al 602,,,,,380000
601,ຫົວອາຫານປາດຸກນ້ອຍ 1 ກິໂລ Al 601,,,,,22000
60120,ຫົວອາຫານປາດຸກນ້ອຍ 20 ກິໂລ Al 601,,,,,390000
603,ຫົວອາຫານປາດຸກໃຫຍ່ 1 ກິໂລ Al 603,,,,,21000
60320,ຫົວອາຫານປາດຸກໃຫຍ່ 20 ກິໂລ Al 603,,,,,370000
8806M,ຫົວອາຫານປາລວມກາງ 1 ກິໂລ UN8806M,,,,,16000
8806M20,ຫົວອາຫານປາລວມກາງ 20ກິໂລ UN8806M,,,,,255000
8806s,ຫົວອາຫານປາລວມນ້ອຍ 1 ກິໂລ UN8806S,,,,,17000
8806s30,ຫົວອາຫານປາລວມນ້ອຍ 20ກິໂລ UN8806S,,,,,290000
8806L,ຫົວອາຫານປາລວມໃຫຍ່ 1 ກິໂລ UN8806L,,,,,16000
8806L20,ຫົວອາຫານປາລວມໃຫຍ່ 20 ກິໂລ UN8806L,,,,,250000
15996,ຫົວອາຫານປາສວຍງາມຖົງນ້ອຍ,,,,,15000
15995,ຫົວອາຫານຫມາ 1 ກິໂລ,,,,,30000
15994,ຫົວອາຫານຫມາ 20 ກິໂລ,,,,,410000
16004,ຫົວອາຫານໝູ  1 ກິໂລ 984,,,,,13000
15967,ຫົວອາຫານໝູ 1 ກິໂລ JBF 113,,,,,18000
15966,ຫົວອາຫານໝູ 30 ກິໂລ JBF 113,,,,,460000
16003,ຫົວອາຫານໝູ 30ກິໂລ  984,,,,,285000
982,ຫົວອາຫານໝູນ້ອຍ  1 ກິໂລ  982,,,,,13000
98215,ຫົວອາຫານໝູນ້ອຍ 15 ກິໂລ,,,,,160000
98230,ຫົວອາຫານໝູນ້ອຍ 30ກິໂລ  982,,,,,310000
983,ຫົວອາຫານໝູໃຫຍ່   1 ກິໂລ 983,,,,,13000
98330,ຫົວອາຫານໝູໃຫຍ່ 30ກິໂລ  983,,,,,303000
440,ຫົວອາຫານໄກ່ 1 ກິໂລ FF 440,,,,,15000
44030,ຫົວອາຫານໄກ່ 30 ກິໂລ FF 440,,,,,345000
524,ຫົວອາຫານໄກ່ໄຂ່   1 ກິໂລ  524,,,,,13000
52430,ຫົວອາຫານໄກ່ໄຂ່ 30ກິໂລ  524,,,,,285000
8858977111456,ອອຍ ເຄຍໂນດ,,,,,26000
25372,ອາຂຽວ&ແດງ 5ຊອງ,,,,,53000
12382,ອ່າງອາບນ້ຳ,,,,,65000
8858977141514,ອາໂລເວລ່າ ເຄຍໂນດ,,,,,24000
8885013130911,ອາໂວກາໂດ້ສະຕໍບໍລີ່ 800ມລ,,,,,48000
8858694612007,ອາໂອອິ,,,,,4000
8858694612014,ອາໂອອິ 12 ອັນ,,,,,37000
8858891304835,ອີຊິຕັນຊິວຊິວມ່ວງ,,,,,13000
8858891304828,ອີຊິຕັນຊິວຊິວມ່ວງ 4ແພັກ,,,,,212000
11971,ອີຊິຕັນຊິວຊິວມ່ວງ 6ຕຸກ,,,,,61000
15958,ອີຊີກອກນ້ອຍ 10 ຊອງ,,,,,235000
15957,ອີຊີກອກໃຫຍ່,,,,,25000
15959,ອີຊີກອກໃຫຍ່,,,,,25000
15956,ອີຊີກອກໃຫຍ່ 10 ຊອງ,,,,,218000
8851818209039,ອີຊີຂາວ 2700,,,,,75000
6925448115861,ອູນຈິ,,,,,4000
8851818558755,ອໍລິເອກາງຄືນຊຸບເປີ້ອາວຕ້າສະລິມສາກຸລະຢູ 16ຊີ້ນ,,,,,49000
13711,ອໍລິເອກາງຄືນຊຸບເປີ້ອາວຕ້າສະລິມສາກຸລະຢູ 16ຊີ້ນ 12 ຫໍ່,,,,,528000
13716,ອໍລິເອກາງເວັນຊຸບເປີ້ອາວຕ້າສະລິມ4ຊີ້ນ 6ຫໍ່,,,,,481000
13714,ອໍລິເອກາງເວັນຊຸບເປີ້ອາວຕ້າສະລິມ4ຊີ້ນ 6ຫໍ່,,,,,58000
13713,ອໍລິເອກາງເວັນຊຸບເປີ້ອາວຕ້າສະລິມ4ຊີ້ນ 8ແພັກ,,,,,428000
84,ອໍລິເອກາງເວັນຊຸບເປີ້ອາວຕ້າສະລິມ4ຊີ້ນ 8ແພັກ,,,,,12000
8851818100763,ອໍລິເອສູດເຢັນກາງເວັນ 4ຊີ້ນ 18ບາດ,,,,,65000
8851818100756,ອໍລິເອສູດເຢັນກາງເວັນ 4ຊີ້ນ 18ບາດ,,,,,12000
8851818544413,ອໍລິເອເດລີ່ຄີນ 20ຊີ້ນ,,,,,17000
13718,ອໍລິເອເດລີ່ຄີນ 20ຊີ້ນ 4ແພັກ,,,,,314000
8851818454514,ອໍລິເອເດລີ່ຄີນ 20ຊີ້ນ 6ຫໍ່,,,,,83000
8850338001598,ຮອນຟ້າ 100ເມັດ,,,,,39000
8850338008672,ຮອນສີບົວ 9ເມັດ,,,,,72000
7622201764944,ຮອນສີບົວນ້ຳແຂງໃສ 9ເມັດ,,,,,5000
7622201764937,ຮອນສີບົວນ້ຳແຂງໃສ 9ເມັດ 20ແທ່ງ,,,,,5000
8850338008610,ຮອນສີຟ້າ 9ເມັດ,,,,,5000
8850338008627,ຮອນສີຟ້າ 9ເມັດ 20ແທ່ງ,,,,,72000
8850338021732,ຮອນສີມ່ວງ 9ເມັດ,,,,,72000
8850338021749,ຮອນສີມ່ວງ 9ເມັດ 20ແທ່ງ,,,,,5000
8850338008641,ຮອນສີເຫຼືອງ 9ເມັດ,,,,,5000
16451,ຮອນສີເຫຼືອງ 9ເມັດ,,,,,5000
8850338019029,ຮອນເອັກສີບົວ,,,,,20000
8850338019050,ຮອນເອັກສີບົວ 12 ກ່ອງ,,,,,178000
8850338021329,ຮອນເອັກສີມ່ວງ,,,,,20000
8850338009839,ຮອນເອັກສີແດງ,,,,,22000
8850338009518,ຮອນເອັກສີແດງ 12 ກ່ອງ,,,,,178000
16018,ຮາງນ້ຳກາງ,,,,,35000
16017,ຮາງນ້ຳນ້ອຍ,,,,,25000
16019,ຮາງນ້ຳໃຫຍ່,,,,,45000
16016,ຮຳອ່ອນ 1 ກິໂລ,,,,,7000
16015,ຮຳອ່ອນ 30 ກິໂລ,,,,,170000
8850722040707,ຶເບບິອອຍ 60ມລ,,,,,12000
8850175010494,ເກດນ້ຳຫອມໂອຊຽນເອາເຄັບ 3 ປ໋ອງ,,,,,145000
8850175019480,ເກດສະປອດ ຄູແອ 7ມລ,,,,,80000
8850175019220,ເກດສະປອດ ຟໍຣັດເພີເຟັກຊັ່ນ 7ມລ,,,,,80000
Salt0.5,ເກຶອ 0.5 ກິໂລ,,,,,6000
salt0.5*10,ເກຶອ 0.5 ກິໂລ 10ຖົງ,,,,,50000
Salt1*1,ເກຶອ 1ກິໂລ,,,,,10000
Salt1*10,ເກຶອ 1ກິໂລ 10 ຖົງ,,,,,80000
8850069010036,ເກືອປຸງທິບ,,,,,12000
25066,ເຂົ້າຈ້າວ  12 ກິໂລ,,,,,290000
25369,ເຂົ້າຈ້າວ 1 ກິໂລ,,,,,26000
25370,ເຂົ້າຈ້າວ 12 ກິໂລ,,,,,300000
25367,ເຂົ້າຈ້າວ 48 ກິໂລ,,,,,1100000
26145,ເຂົ້າຈ້າວ 6ໂລ,,,,,145000
25371,ເຂົ້າໜຽວ 1 ກິໂລ,,,,,17000
24965,ເຂົ້າໜຽວ 12 ກິໂລ,,,,,190000
25366,ເຂົ້າໜຽວ 48 ກິໂລ,,,,,700000
24966,ເຂົ້າໜຽວ 6 ກິໂລ,,,,,95000
15989,ເຂົ້າເປືອກ 1 ກິໂລ,,,,,16000
15988,ເຂົ້າເປືອກ 10ກິໂລ,,,,,130000
12276,ເຄຍຊອງດຳແບບຊອງ,,,,,2000
12273,ເຄຍຊອງດຳແບບຊອງ 10ແພັກ,,,,,415000
12275,ເຄຍຊອງດຳແບບຊອງ 12ຊອງ,,,,,12000
12274,ເຄຍຊອງດຳແບບຊອງ 4 ໂຫຼ,,,,,43000
12280,ເຄຍຊອງບົວແບບຊອງ,,,,,2000
12277,ເຄຍຊອງບົວແບບຊອງ  10ແພັກ,,,,,415000
12278,ເຄຍຊອງບົວແບບຊອງ  5ໂຫຼ,,,,,46000
12279,ເຄຍຊອງບົວແບບຊອງ 12ຊອງ,,,,,12000
8851932434676,ເຄຍຊອງຟ້າແບບຊອງ,,,,,1500
12269,ເຄຍຊອງຟ້າແບບຊອງ 10ແພັກ,,,,,415000
25186,ເຄຍຊອງຟ້າແບບຊອງ 12 ຊອງ,,,,,10000
12271,ເຄຍຊອງຟ້າແບບຊອງ 12ຊອງ,,,,,13000
12270,ເຄຍຊອງຟ້າແບບຊອງ 4 ໂຫຼ,,,,,43000
8851932391559,ເຄຍຊອງມ່ວງແບບກ່ອງ400ມລ 12ຕຸກ,,,,,54000
12284,ເຄຍຊອງມ່ວງແບບຊອງ,,,,,2000
12281,ເຄຍຊອງມ່ວງແບບຊອງ  10ແພັກ,,,,,415000
12283,ເຄຍຊອງມ່ວງແບບຊອງ 12ຊອງ,,,,,12000
12282,ເຄຍຊອງມ່ວງແບບຊອງ 5ໂຫຼ,,,,,46000
8851932391573,ເຄຍຊອງແບບບົວກ່ອງ400ມລ 12ຕຸກ,,,,,60000
8851932391627,ເຄຍດຳຄູສະປອນເມນທັອດາ,,,,,60000
8851932434706,ເຄຍດຳຊອງ,,,,,1500
56767,ເຄຍດຳຊອງ 12ຊອງ,,,,,13000
clearblack1*12*5,ເຄຍດຳຊອງ 5 ໂຫຼ,,,,,45000
8851932391634,ເຄຍດຳຖ່ານແບບກ່ອງ 400ມລ 12ຕຸກ,,,,,622000
8851932391542,ເຄຍຟ້າແບບກ່ອງ,,,,,60000
12317,ເຄຍຟ້າແບບກ່ອງ 400ມລ 12ຕຸກ,,,,,622000
8858977423221,ເຄຍໂນດກັນແດດ,,,,,26000
8858977422323,ເຄຍໂນດກັນແດດ 50+++,,,,,145000
8858977224149,ເຄຍໂນດໄຮຢາມ່ວງ,,,,,26000
8850822190166,ເຄເອກັນແດດແບບຊອງ,,,,,16000
8850822190241,ເຄເອກັນແດດແບບຊອງ6 ຊອງ,,,,,69000
8850822180013,ເຄເອບົວ,,,,,7000
8850822150146,ເຄເອສີບົວ 25ມລ,,,,,22000
8850822151143,ເຄເອສີບົວ 25ມລ 6ອັນ,,,,,98000
8850822150139,ເຄເອສີຟ້າ 25ມລ,,,,,22000
8850822151136,ເຄເອສີຟ້າ 25ມລ 6ປ໋ອງ,,,,,98000
16055,ເຄເອສີຟ້າ 25ມລ 6ອັນ,,,,,118000
8850822150153,ເຄເອສີມ່ວງ 25ມລ,,,,,22000
8850822151150,ເຄເອສີມ່ວງ 25ມລ 6ອັນ,,,,,98000
8850822190593,ເຄເອສີແດງແບບຊອງ,,,,,16000
8850822190609,ເຄເອສີແດງແບບຊອງ 6 ຊອງ,,,,,86000
8850822180020,ເຄເອແດງ,,,,,7000
8857124022171,ເຈ້ຍທິດຊູວິນລ່າ 150ແຜ່ນ 6ຫໍ່,,,,,14000
8857124022171,ເຈ້ຍທິດຊູວິນລ່າ 150ແຜ່ນ 6ຫໍ່,,,,,14000
8857124022072,ເຈ້ຍທິດຊູວິນລ່າ 200ແຜ່ນ ແພັກ 12 ຫໍ່ 1 ຫໍ່,,,,,4000
vila 200*12*1,ເຈ້ຍທິດຊູວິນລ່າ 12 ຫໍ່,,,,,25000
8857124022089,ເຈ້ຍທິດຊູວິນລ່າ 280ແຜ່ນ,,,,,10000
8857124022249,ເຈ້ຍທິດຊູວິນລ່າ 280ແຜ່ນ 4ຫໍ່,,,,,36000
8857124022027,ເຈ້ຍທິດຊູວິນລ່າ ກໍ້ນ້ອຍ 10ຫໍ່,,,,,28000
8857124022058,ເຈ້ຍທິດຊູວິນລ່າ ກໍ້ໃຫຍ່,,,,,25000
8850722050232,ເຈ໋ວຜົມຄາເວຍສະໄຕລີ່ງເຈວ,,,,,20000
12349,ເຈ໋ວຜົມຄາເວຍສະໄຕລີ່ງເຈວ 6 ກ່ອງ,,,,,105000
27610,ເຈ໋ວຜົມຄາເວຍສະໄຕລີ່ງເຈວ 6 ກັບ,,,,,96000
8853318001373,ເຈ໋ວຜົມປັອບພູລ້າ60ກັມ,,,,,10000
12347,ເຈ໋ວຜົມປັອບພູລ້າ60ກັມ 12ກ່ອງ,,,,,71000
8997004040762,ເຈວລີ່ກັມ 25ກັມ,,,,,2000
8997004040786,ເຈວລີ່ກັມ 25ກັມ 24ຊອງ,,,,,28000
8857124147027,ເຈວລີ່ທອຍ ຊູດອາວຸດ 12 ອັນ,,,,,37000
8857124147010,ເຈວລີ່ທອຍ ນັກຮົບ,,,,,4000
8857124147515,ເຈວລີ່ທອຍ ນັກຮົບ 12 ອັນ,,,,,37000
8857124147249,ເຈວລີ່ທອຍ ເຄື່ອງຄົວ 12 ອັນ,,,,,37000
8858152028739,ເຈວລີ່ແບ ລັກກີ້ທະວິນ 12 ຖົງ,,,,,37000
8858152028739,ເຈວລີ່ແບ ລັກກີ້ທະວິນ 12 ຖົງ,,,,,37000
8858977224231,ເຈວສິວ ເຄຍໂນດ,,,,,26000
8992775345078,ເຈີລີ່ເມັດຊັອກໂກແລັດ 5 ບາດ,,,,,4000
8992775345085,ເຈີລີ່ເມັດຊັອກໂກແລັດ 5 ບາດ 12 ຫໍ່,,,,,37000
8850943531299,ເຈົ້າຍິງ 12 ຫໍ່,,,,,37000
8850157100342,ເຈເລ່ຂຽວ,,,,,6000
8850157101448,ເຈເລ່ຂຽວ 6 ກ່ອງ,,,,,20000
8850157100557,ເຈເລ່ຄໍລະເຈນ,,,,,10000
8850157100519,ເຈເລ່ຄໍລະເຈນ 1ຖົງ,,,,,7000
8850157102100,ເຈເລ່ຄໍລະເຈນ 3ຖົງ,,,,,20000
8850157102186,ເຈເລ່ດັບເບີມິກເບີລີ່ 3 ຖົງ,,,,,25000
8850157103688,ເຈເລ່ດັບເບີມິກເບີລີ່ 3ຖົງ,,,,,21000
8850157104449,ເຈເລ່ດັບເບີລິນຈີ່,,,,,9000
8850157104456,ເຈເລ່ດັບເບີລິນຈີ່ 3ຖົງ,,,,,21000
8850157103640,ເຈເລ່ດັບເບີສະຕໍບໍລີ່,,,,,8000
8850157103657,ເຈເລ່ດັບເບີສະຕໍບໍລີ່ 3ຖົງ,,,,,21000
8850157100328,ເຈເລ່ບົວ,,,,,6000
8850157101400,ເຈເລ່ບົວ 6 ກ່ອງ,,,,,20000
8850157101424,ເຈເລ່ຟ້າ 6 ກ່ອງ,,,,,20000
8850157100335,ເຈເລ່ໄລສີຟ້າ,,,,,6000
12013,ເຈເລ່ໄລສີຟ້າ  6ຈອກ,,,,,20000
12012,ເຈເລ່ໄລສີຟ້າ 12ແພັກ,,,,,213000
8858977900227,ເຊລ້ຳບູດຜິວ 6 ຊອງ,,,,,130000
8858977009227,ເຊລ້ຳບູດຜິວ ເຄຍໂນດ,,,,,26000
8858977022905,ເຊລ້ຳວິດຊີ ເຄຍໂນດ,,,,,26000
8858977922908,ເຊລ້ຳວິດຊີ ເຄຍໂນດ 6 ຫໍ່,,,,,145000
13829,ເຊລ້ຳເອັມເອັນວີແບບຊອງ,,,,,19000
13843,ເຊລ້ຳໂສມງານ,,,,,115000
8858707328710,ເຊວາເຊລ້ຳຂາວ,,,,,30000
8858707303083,ເຊວາແດງ,,,,,26000
8850157551083,ເຊົ້າກ້ວຍເມຈິກຟາມຕຸກ,,,,,8000
8850157551090,ເຊົ້າກ້ວຍເມຈິກຟາມຕຸກ 6ຕຸກ,,,,,35000
11991,ເຊົ້າກ້ວຍເມຈິກຟາມຕຸກ 6ແພັກ,,,,,205000
8850157554046,ເຊົ້າກ້ວຍເມຈິກຟາມຝາຫມູນ,,,,,7000
11997,ເຊົ້າກ້ວຍເມຈິກຟາມຝາຫມູນ 12ແພັກ,,,,,220000
8850157554053,ເຊົ້າກ້ວຍເມຈິກຟາມຝາຫມູນ 3ຊອງ,,,,,20000
8859313502723,ເຊເວັນອັບກາງ,,,,,20000
12072,ເຊເວັນອັບກາງ 12ຕຸກ,,,,,204000
8859313502686,ເຊເວັນອັບນ້ອຍ,,,,,10000
12062,ເຊເວັນອັບນ້ອຍ  12ຕຸກ,,,,,79000
12094,ເຊເວັນອັບແກ້ວ,,,,,7000
12093,ເຊເວັນອັບແກ້ວ 24ແກ້ວ,,,,,110000
8859313501061,ເຊເວັນອັບໃຫຍ່,,,,,23000
12080,ເຊເວັນອັບໃຫຍ່ 6ຕຸກ,,,,,125000
8852047249766,ເຍນລີ່ສັດ,,,,,4000
8852047249773,ເຍນລີ່ສັດ 12 ຫໍ່,,,,,37000
8850425003573,ເຍນລີ່ຫມີແພນດ້າ,,,,,4000
8850425003580,ເຍນລີ່ຫມີແພນດ້າ 12 ຫໍ່,,,,,37000
8850425006772,ເຍນລີ່ອະງຸ່ນ,,,,,5000
8852047249780,ເຍນລີ່ອະງຸ່ນ,,,,,4000
8852047249797,ເຍນລີ່ອະງຸ່ນ  12 ຫໍ່,,,,,37000
8850425006789,ເຍນລີ່ອະງຸ່ນ 12 ຫໍ່,,,,,40000
8850425006888,ເຍນລີ່ໂຄລ່າ,,,,,4000
8850425006895,ເຍນລີ່ໂຄລ່າ 12 ຫໍ່,,,,,37000
8859239401049,ເດີລິບທະນາຄາ,,,,,20000
8859239401315,ເດີລິບທັບທິມ,,,,,24000
8859684000422,ເຕົ້ານົມ  2 ອອນ,,,,,14000
8859684000415,ເຕົ້ານົມ 2 ອອນ  12 ເຕົ້າ,,,,,145000
8853659094447,ເຕົ້ານົມ 4 ອອນ,,,,,19000
8853659034443,ເຕົ້ານົມ 4 ອອນ  12 ເຕົ້າ,,,,,170000
8853659098889,ເຕົ້ານົມ 8 ອອນ,,,,,20000
8853659038885,ເຕົ້ານົມ 8ອອນ 1 ເຕົ້າ,,,,,20000
88853659038885,ເຕົ້ານົມ 8ອອນ 12 ເຕົ້າ,,,,,180000
8857200098489,ເຕົາຢຽບໂລກມ່ວງ 22ມລ,,,,,25000
8850094403209,ເທຍຣ້າ 25ມລ,,,,,25000
8851004402251,ເທດໂຕດັ້ງເດີມ  20ບາດ,,,,,13000
8851004402053,ເທດໂຕດັ້ງເດີມ  5ບາດ,,,,,4000
8851004402602,ເທດໂຕດັ້ງເດີມ  5ບາດ 12 ຫໍ່,,,,,37000
8851004401254,ເທດໂຕບາບີຄິວ 20ບາດ,,,,,13000
8851004406068,ເທດໂຕຟ້າ  20ບາດ,,,,,60000
8851004417057,ເທດໂຕສາຫລ່າຍ  5ບາດ,,,,,4000
88851004417057,ເທດໂຕສາຫລ່າຍ  5ບາດ 12 ຫໍ່,,,,,37000
8851004417200,ເທດໂຕສາຫລ່າຍ 20ບາດ,,,,,13000
8851004418030,ເທດໂຕໝາກເຜັດ  20ບາດ,,,,,13000
8851004499206,ເທດໂຕເອັກຕຣ້າໂນລິສາຫລ່າຍ 5 ບາດ,,,,,4000
8857123060464,ເທບໄທຟ້າ,,,,,58000
13879,ເທບໄທລົດດັ້ງເດີມ 75ກັມ,,,,,60000
8857123060129,ເທບໄທລົດມິກຟຸດ 75ກັມ,,,,,60000
8857123060037,ເທບໄທລົດມິ້ນ 75ກັມ,,,,,58000
8852023005355,ເນລີ່ຊາວຄີມ  2 ບາດ,,,,,2000
8852023008134,ເນລີ່ຊາວຄີມ  2 ບາດ 24ຫໍ່,,,,,27000
8852023005362,ເນລີ່ສາຫລ່າຍ 2 ບາດ,,,,,2000
8852023008141,ເນລີ່ສາຫລ່າຍ 2 ບາດ 24ຫໍ່,,,,,27000
8850127004397,ເນັດກາເຟ 27ຊອງ,,,,,75000
8850127003819,ເນັດກາເຟຂຽວກະປ໋ອງ,,,,,13000
11940,ເນັດກາເຟຂຽວກະປ໋ອງ 5ແພັກ,,,,,267000
11941,ເນັດກາເຟຂຽວກະປ໋ອງ 6ປ໋ອງ,,,,,54260
8850124034519,ເນັດແດງ 1 ຊອງ,,,,,3000
8859313500163,ເບຍຄາສະເບີກກະປ໋ອງນ້ອຍ,,,,,14000
12105,ເບຍຄາສະເບີກກະປ໋ອງນ້ອຍ 24ປ໋ອງ,,,,,289000
12104,ເບຍຄາສະເບີກກະປ໋ອງໃຫຍ່,,,,,20000
12103,ເບຍຄາສະເບີກກະປ໋ອງໃຫຍ່ 24ປ໋ອງ,,,,,419000
12108,ເບຍຄາສະເບີກແກ້ວນ້ອຍ,,,,,17000
12107,ເບຍຄາສະເບີກແກ້ວນ້ອຍ  24ປ໋ອງ,,,,,370000
9506000038704,ເບຍນ້ຳຂອງ 1 ປ໋ອງ,,,,,11000
9506000038711,ເບຍນ້ຳຂອງ 24 ປ໋ອງ,,,,,280000
18859313500054,ເບຍປ໋ອງນ້ອຍແພັກ4/24ປ໋ອງ,,,,,280000
12139,ເບຍລາວກະປ໋ອງນ້ອຍ 24ປ໋ອງ   ເຢັນ,,,,,247000
48859313500048,ເບຍລາວກະປ໋ອງນ້ອຍ24ປ໋ອງ,,,,,286000
8859313500064,ເບຍລາວກະປ໋ອງໃຫຍ່,,,,,20000
78859313500063,ເບຍລາວກະປ໋ອງໃຫຍ່ 24ປ໋ອງ,,,,,423000
18859313505882,ເບຍລາວຂຽວແກ້ວນ້ອຍ 24 ແກ້ວ,,,,,370000
8859313505885,ເບຍລາວຂຽວແກ້ວນ້ອຍ 330ມລ,,,,,18000
12124,ເບຍລາວດຳ,,,,,15000
18859313500085,ເບຍລາວດຳ 24ແກ້ວ,,,,,320000
18859313502249,ເບຍລາວນຸ່ມນວນ,,,,,15000
18859313,ເບຍລາວນຸ່ມນວນ 24ແກ້ວ,,,,,320000
8859313500040,ເບຍລາວປ໋ອງນ້ອຍ,,,,,14000
12130,ເບຍລາວແກ້ວນ້ອຍ,,,,,13000
